,history_id,station_name,province,lon,lat,elevation (m),Tmean,Tmin (degC),Tmax (degC),HDD (degC-day),rlon,rlat
1122,7756,MAPLETON,NB,-67.2333,46.1833,168,4,-24,24,5099,20.125117322318697,2.543272234514257
1123,7760,MCGRAW BROOK,NB,-66.1167,46.8167,53,4,-25,26,5164,20.60287773956269,3.4175135208490293
1124,7765,MONCTON,NB,-64.7903,46.1014,12,6,-21,26,4546,21.723803549587608,3.1107959662171765
1125,7766,MONCTON A,NB,-64.6838,46.1053,71,5,-21,24,4690,21.790230230835956,3.143485364303546
1126,7769,MOUNT CARLETON,NB,-66.9333,47.4167,265,3,-27,25,5574,19.86140863927724,3.765611682770055
1127,7773,NAUWIGEWAUK,NB,-65.9,45.4667,66,6,-20,23,4495,21.25569052578888,2.2259082118344966
1128,7774,NEPISIGUIT FALLS,NB,-65.7833,47.4,106,4,-23,24,5141,20.59035593736473,4.043270581621149
1129,7776,NICTAU,NB,-67.15,47.2333,170,3,-26,24,5491,19.792402985620257,3.5409585779014408
1130,7779,OROMOCTO,NB,-66.4667,45.8333,46,6,-23,25,4639,20.74994682985211,2.415558099465363
1131,7780,PARKINDALE,NB,-65.0667,45.8667,153,6,-21,26,4605,21.63900572176269,2.819593204849754
1132,7781,PENNFIELD,NB,-66.7333,45.1,23,5,-19,21,4690,20.850317762178534,1.6654751578683622
1133,7792,POINT LEPREAU CS,NB,-66.4492,45.0731,6,6,-18,20,4287,21.04652747769824,1.7154081076878958
1134,7796,REXTON,NB,-64.8667,46.6667,5,6,-21,26,4700,21.452579182734077,3.6098271073172277
1135,7802,ROYAL ROAD,NB,-66.7167,46.05,116,4,-23,23,5035,20.50751112763191,2.5516354407498194
1136,7805,SACKVILLE,NB,-64.3833,45.85,46,5,-20,21,4589,22.08356301670653,2.99186183107382
1137,7814,SAINT JOHN A,NB,-65.8856,45.3181,109,5,-20,22,4660,21.32172942210499,2.0923818993230565
1138,7821,ST LEONARD A,NB,-67.8319,47.1578,242,4,-25,25,5218,19.387549788287743,3.3020657185607187
1139,7834,SUSSEX,NB,-65.5333,45.7167,21,6,-21,24,4443,21.39703724448969,2.5551516497549285
1140,7842,TURTLE CREEK,NB,-64.9,46.0,46,6,-22,25,4677,21.69359495122803,2.9876359604991496
1141,7846,UPSALQUITCH LAKE,NB,-66.4153,47.4556,625,2,-26,22,5819,20.17267659272626,3.9324306673751805
1142,7852,WOLFE LAKE CS,NB,-65.15,45.6667,305,5,-22,24,4768,21.66351545348529,2.612766678734319
1143,7853,WOODSTOCK,NB,-67.5536,46.1703,153,5,-24,25,4801,19.923144460296516,2.4503054913706883
1144,7860,COLES ISLAND,NB,-65.8167,45.9167,15,6,-21,23,4564,21.13762929121664,2.664054980218771
1145,7862,SEAL COVE,NB,-66.8333,44.65,20,6,-16,19,4453,20.95157407717011,1.22131817111723
1146,7880,BADDECK,NS,-60.75,46.1,8,6,-17,23,4379,24.277623200008552,4.273588051025234
1147,7900,BRIDGEWATER,NS,-64.55,44.4,27,7,-16,25,4126,22.551400289984592,1.6142468085780268
1148,7913,CHARLESVILLE,NS,-65.7833,43.5833,3,7,-11,19,3999,22.051543718913305,0.5167730618197578
1149,7917,CHETICAMP,NS,-60.95,46.65,11,6,-17,25,4368,23.912394653903753,4.70829070687878
1150,7921,CLARENCE,NS,-65.1667,44.9167,52,6,-17,24,4285,21.94487127536682,1.9173520216787827
1151,7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,6,-18,25,4521,23.744543989867303,3.336863255409132
1152,7930,DAYTON,NS,-66.1,43.8667,9,7,-13,22,3965,21.732060479707474,0.691809181967963
1153,7931,DEBERT,NS,-63.4167,45.4167,38,6,-19,24,4443,22.87781030563295,2.867827166907126
1154,7934,DEMING,NS,-61.1778,45.2164,16,6,-15,21,4362,24.392707899410343,3.3478667584073754
1155,7945,FARMINGTON,NS,-64.6667,44.6333,152,7,-17,25,4181,22.382699204771423,1.7956809346675493
1156,7953,GREENWOOD A,NS,-64.9167,44.9833,28,7,-16,25,4049,22.08183244528817,2.0477520185861904
1157,7957,HALIFAX CITADEL,NS,-63.5833,44.65,70,7,-16,23,3919,23.082772328459058,2.1196558101930303
1158,7972,INGONISH BEACH,NS,-60.4,46.65,8,6,-16,26,4482,24.25294202573579,4.873758057634859
1159,7973,INGONISH BEACH RCS,NS,-60.4064,46.6628,10,7,-14,24,4140,24.243318232091806,4.883307348938683
1160,7976,JACKSON,NS,-63.8333,45.5833,91,6,-21,24,4606,22.54289332329727,2.901489114887511
1161,7978,KEJIMKUJIK PARK,NS,-65.2,44.4333,127,7,-18,24,4356,22.111105239549108,1.4627898884067245
1162,7979,KEJIMKUJIK 1,NS,-65.2031,44.4031,125,8,-16,23,3943,22.120804518571795,1.434103189847353
1163,7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,7,-18,25,4131,22.33064299672679,2.245163530071908
1164,7993,LIVERPOOL BIG FALLS,NS,-64.9333,44.1333,50,8,-16,25,3942,22.40401598304577,1.2610336342032678
1165,7994,LIVERPOOL MILTON,NS,-64.7667,44.0833,29,8,-16,25,4007,22.533695992288553,1.261987951032758
1166,7998,LOUISBOURG,NS,-60.0,45.9,46,6,-14,22,4519,24.83497938384116,4.323895497489409
1167,8000,LOWER MEAGHERS GRANT,NS,-63.2333,44.9167,41,6,-18,23,4345,23.20076633026193,2.464534456384161
1168,8011,MALAY FALLS,NS,-62.4833,44.9833,40,6,-19,23,4561,23.65676532780182,2.745014568619623
1169,8023,MIDDLEBORO,NS,-63.5667,45.7667,31,6,-20,26,4456,22.638977523080182,3.1446545758381275
1170,8025,MIDDLE MUSQUODOBOIT,NS,-63.1,45.0667,48,7,-18,24,4341,23.22509884639864,2.640022632473893
1171,8029,MILL VILLAGE,NS,-64.6667,44.1833,15,7,-17,25,4150,22.56028411923297,1.3821740029408922
1172,8031,MOUNT UNIACKE,NS,-63.8333,44.9,159,6,-17,24,4469,22.819066790626398,2.276362339898619
1173,8032,NAPPAN CDA,NS,-64.25,45.7667,20,6,-20,24,4471,22.20214615660833,2.952510648604285
1174,8052,PARRSBORO,NS,-64.3333,45.4,24,6,-18,22,4364,22.295057999272316,2.5929897681063143
1175,8060,POCKWOCK LAKE,NS,-63.8333,44.7667,165,7,-17,23,4275,22.8729134731765,2.154404320358035
1176,8062,POINT ACONI,NS,-60.3333,46.3167,12,7,-14,25,4112,24.44192719124036,4.594963936759009
1177,8066,PORT HAWKESBURY A,NS,-61.3833,45.65,115,6,-18,24,4602,24.075014131224947,3.676886749261778
1178,8072,PUGWASH,NS,-63.6553,45.8433,5,7,-19,26,4274,22.55128252462423,3.1895469156001117
1179,8080,SABLE ISLAND,NS,-60.0094,43.9322,5,8,-9,21,3773,25.705259485464225,2.558199415687226
1180,8088,SALMON HOLE,NS,-64.0333,44.9333,84,7,-18,25,4280,22.675906214322463,2.249827933933791
1181,8091,SANDY COVE NRC,NS,-63.5667,44.4667,10,6,-16,21,4392,23.16812369013147,1.9569807986708783
1182,8095,SHEARWATER A,NS,-63.5,44.6333,44,7,-16,24,4101,23.143751611246888,2.1285083347995943
1183,8108,SPRINGFIELD,NS,-64.85,44.6667,167,7,-17,25,4210,22.249610446505937,1.7750700012855147
1184,8119,SUMMERVILLE,NS,-64.1833,45.1167,38,7,-16,24,4172,22.505141605331136,2.3753772930633694
1185,8122,SYDNEY A,NS,-60.0481,46.1667,62,6,-17,25,4465,24.68599969266512,4.547908489350023
1186,8126,TATAMAGOUCHE,NS,-63.2333,45.6833,18,7,-20,25,4389,22.885859882115625,3.16364085105387
1187,8133,TRURO,NS,-63.2667,45.3667,40,6,-19,24,4474,22.994531657643748,2.865301707549471
1188,8138,UPPER STEWIACKE,NS,-63.0,45.2167,23,6,-19,24,4416,23.227533862191482,2.8057614051937527
1189,8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,7,-17,26,4024,22.229032603976535,2.1832299349175868
1190,8148,WESTPHAL,NS,-63.5167,44.6833,68,7,-17,24,4225,23.112523436858556,2.169340680889786
1191,8150,WEYMOUTH FALLS,NS,-65.95,44.4,11,7,-14,23,3995,21.62925982666031,1.2260693338535873
1192,8157,WINDSOR MARTOCK,NS,-64.1667,44.9333,38,7,-17,25,4023,22.589318864862648,2.2119797330826
1193,8159,WRECK COVE BROOK,NS,-60.45,46.5333,76,6,-17,25,4595,24.273625615981253,4.753863616254572
1194,8164,YARMOUTH A,NS,-66.0886,43.8308,43,7,-13,21,3963,21.753266688790557,0.6616967255468574
1195,8167,ALBANY,PE,-63.5833,46.2667,34,5,-20,22,4757,22.42466033201312,3.596716576564006
1196,8168,ALBERTON,PE,-64.0167,46.85,3,6,-19,24,4670,21.91500706072823,4.009565522811173
1197,8170,ALLISTON,PE,-62.6,46.0667,61,7,-18,24,4157,23.128978936207325,3.695154703131543
1198,8173,BANGOR,PE,-62.6833,46.35,37,5,-20,23,4718,22.9580645865954,3.928605860891205
1199,8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,6,-20,25,4588,22.703007279034583,3.745334014783396
1200,8179,CHARLOTTETOWN CDA,PE,-63.1333,46.25,23,6,-20,24,4546,22.71596758927946,3.7088202378029633
1201,8183,EAST BALTIC,PE,-62.1667,46.4333,61,5,-19,24,4625,23.247299074645955,4.153673757113379
1202,8186,ELMWOOD,PE,-63.3333,46.25,67,6,-20,24,4425,22.589602696749118,3.652028386449833
1203,8193,MONTICELLO,PE,-62.4667,46.4667,32,6,-19,24,4573,23.04520507377626,4.097032741271308
1204,8196,NEW GLASGOW,PE,-63.3503,46.4089,6,6,-20,24,4569,22.51366509642318,3.7921882654199424
1205,8198,LONG RIVER,PE,-63.55,46.5,18,6,-20,24,4641,22.350518174671695,3.8191632149950627
1206,8208,STANHOPE,PE,-63.0831,46.4164,3,6,-19,25,4484,22.678907444129308,3.8747205465524615
1207,8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,6,-20,22,4622,22.197652168319504,3.6845959413421965
1208,8213,TIGNISH,PE,-64.0667,46.95,23,5,-20,25,4776,21.8433378170044,4.0873876211039795
1209,8223,ARGENTIA (AUT),NL,-53.9933,47.2939,19,6,-10,20,4230,27.815292532611775,7.514621430997384
1210,8224,ARNOLDS COVE,NL,-54.0,47.75,15,5,-16,18,4836,27.57780213443497,7.905340473946471
1211,8229,BAIE VERTE,NL,-56.1833,49.9833,110,2,-21,24,5627,25.19420966747453,9.126899980535624
1212,8235,BLACK DUCK,NL,-58.3667,48.5667,35,4,-18,20,4947,24.609907179180368,7.203142503979443
1213,8236,BOAT HARBOUR,NL,-54.8428,47.4306,15,5,-15,21,4658,27.244436784751777,7.3432719055429
1214,8237,BONAVISTA,NL,-53.1142,48.6672,26,5,-15,21,4929,27.614971456792322,8.995449237262823
1215,8239,BOTWOOD,NL,-55.35,49.15,15,4,-20,24,5067,26.085348977670453,8.66721105650608
1216,8240,BRANCH,NL,-53.9681,46.8831,12,5,-12,20,4601,28.04026723534021,7.169275062737265
1217,8241,BROWNSDALE,NL,-53.1189,48.0336,10,6,-12,23,4321,27.943711077735312,8.451504653479567
1218,8242,BUCHANS,NL,-56.8667,48.8167,270,4,-20,23,5247,25.37151188867836,7.890790861218801
1219,8245,BUCHANS JUNCTION,NL,-56.4667,48.85,161,3,-24,21,5548,25.588278683049104,8.046839478602346
1220,8247,BURGEO,NL,-57.6167,47.6167,11,4,-18,19,5101,25.503301629128412,6.597500707225498
1221,8251,BURNT POND,NL,-57.3333,48.1667,299,2,-23,19,5854,25.41015143386628,7.172007122971
1222,8254,BUTLERVILLE,NL,-53.3161,47.5792,16,6,-14,22,4518,28.065684088576337,7.9938496425210115
1223,8257,CAPPAHAYDEN,NL,-52.95,46.8667,15,5,-15,20,4825,28.651461156176858,7.511580126553642
1224,8259,CARMANVILLE,NL,-54.2667,49.4,4,5,-18,23,4938,26.577593385805482,9.2378122719109
1225,8263,CHARLESTON,NL,-53.6667,48.3833,13,5,-18,23,4840,27.445311512031026,8.56373467489512
1226,8265,CLARENVILLE,NL,-53.9639,48.3633,67,5,-15,22,4757,27.283942325012855,8.445814777909982
1227,8267,COLINET,NL,-53.55,47.2167,27,5,-17,19,4780,28.116150540572814,7.601455119667214
1228,8270,COME BY CHANCE,NL,-54.0,47.8,34,5,-17,19,4877,27.552173608785328,7.948417971057729
1229,8271,COMFORT COVE,NL,-54.8833,49.2667,99,3,-21,23,5431,26.294066602940795,8.920267481638986
1230,8274,CORMACK,NL,-57.4,49.3167,154,3,-20,22,5371,24.820435529383964,8.163405045656338
1231,8276,CORNER BROOK,NL,-57.9167,48.9333,152,5,-15,22,4732,24.702111897273234,7.665818126824087
1232,8277,CORNER BROOK,NL,-57.95,48.95,5,5,-17,23,4666,24.67471781601549,7.670314249600299
1233,8279,COW HEAD,NL,-57.7889,49.9117,15,4,-18,19,5137,24.31154833282076,8.568414912870594
1234,8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,3,-19,19,5428,24.275196665536356,8.917592883317909
1235,8282,DEER LAKE,NL,-57.4333,49.1667,11,5,-20,22,5066,24.872999644441798,8.021051910463298
1236,8283,DEER LAKE A,NL,-57.4,49.2167,22,4,-21,23,5209,24.868387906174352,8.075391192008935
1237,8293,EXPLOITS DAM,NL,-56.6,48.7667,154,3,-21,22,5335,25.551308792130854,7.93149059624256
1238,8296,FLOWERS COVE,NL,-56.6833,51.3333,9,2,-21,17,6217,24.24731373156697,10.152326734552645
1239,8298,FOGO,NL,-54.3,49.7167,12,4,-16,21,5102,26.396012415367693,9.499857406010605
1240,8302,GALLANTS,NL,-58.2333,48.7,143,4,-19,21,5248,24.62615250390588,7.362144133067964
1241,8304,GAMBO,NL,-54.2144,48.7825,17,5,-17,21,4831,26.924298610872224,8.722832271962591
1242,8309,GARNISH,NL,-55.3608,47.2297,11,5,-12,19,4586,27.037707349268754,6.9946316014061445
1243,8311,GLENWOOD,NL,-54.85,48.9833,97,5,-18,23,4958,26.456691414409022,8.685825472640488
1244,8313,GOOBIES,NL,-53.9653,47.9492,72,5,-18,21,5077,27.495885801189328,8.088759375641288
1245,8315,DOYLES,NL,-59.25,47.85,13,5,-16,22,4708,24.41458092425264,6.29621336807755
1246,8317,GRAND FALLS,NL,-55.6667,48.9333,60,4,-19,24,5064,26.01104722118268,8.376252538700799
1247,8324,HARBOUR BRETON,NL,-55.8333,47.4667,30,5,-14,19,4644,26.63944938836034,7.043781175509976
1248,8325,HARBOUR DEEP,NL,-56.5167,50.3667,11,3,-21,22,5777,24.81619875850846,9.357943837621471
1249,8327,HARBOUR GRACE,NL,-53.2,47.6833,7,5,-15,22,4609,28.07929657526593,8.123374153662004
1250,8332,HOLYROOD,NL,-53.1233,47.3819,134,6,-12,23,4442,28.28106039556471,7.891846443917485
1251,8333,HOLYROOD GEN STN,NL,-53.1,47.45,6,6,-12,23,4305,28.259213595813193,7.95831433883582
1252,8337,INDIAN BAY B.B.,NL,-53.8756,49.0389,1,5,-17,22,4953,26.98639574205796,9.056836628386925
1253,8338,ISLE AUX MORTS,NL,-58.9667,47.5833,5,5,-15,19,4907,24.707468414507222,6.1456061834572
1254,8343,LAMALINE,NL,-55.1333,46.8667,3,5,-12,17,4928,27.354228341853922,6.755783518021847
1255,8344,LA SCIE,NL,-55.6667,49.9167,194,3,-19,22,5518,25.520707508907858,9.231985979494414
1256,8345,LETHBRIDGE,NL,-53.9017,48.35,15,5,-18,22,4716,27.32675373010038,8.455403278865548
1257,8346,LOCKLEVEN,NL,-58.8667,48.1667,46,4,-17,21,4912,24.498816917340328,6.695027424718028
1258,8353,MIDDLE ARM,NL,-56.0833,49.6833,48,4,-18,24,5180,25.39955778468893,8.896623657666789
1259,8357,MUSGRAVE HARBOUR,NL,-53.9833,49.45,3,5,-17,23,5045,26.712697079443277,9.374574294155106
1260,8360,NORTH HARBOUR,NL,-53.6667,47.1333,11,6,-14,20,4601,28.090345100255703,7.489231808792237
1261,8366,PLUM POINT,NL,-56.8833,51.0667,6,3,-22,20,5627,24.266777866488194,9.858365396681622
1262,8367,POINT LEAMINGTON,NL,-55.4,49.3333,8,5,-19,24,5001,25.964771266328885,8.810253366767206
1263,8370,POOLS COVE FORTUNE BAY,NL,-55.5833,47.7,150,4,-18,19,5130,26.672264273453912,7.329796111963047
1264,8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,5,-14,19,4948,24.598257854640586,6.07942366355763
1265,8378,PORT BLANDFORD,NL,-54.1703,48.3494,40,5,-18,22,4804,27.171626563433914,8.364214892625444
1266,8379,PORT SAUNDERS,NL,-57.2,50.65,91,2,-23,19,5875,24.291911441943284,9.39685776678541
1267,8381,"PORTUGAL COVE, CONCEPTION BAY",NL,-52.8333,47.6167,137,5,-16,22,4779,28.327677223697947,8.19414810338018
1268,8385,RED HARBOUR PB,NL,-55.01,47.2992,24,5,-14,20,4680,27.211408081267916,7.17292581016405
1269,8386,RATTLING BRK NORRIS ARM,NL,-55.3,49.0667,9,5,-20,25,5029,26.155877500630655,8.611102176608682
1270,8387,ROCKY HARBOUR,NL,-57.8833,49.5667,68,3,-22,21,5368,24.421280954229292,8.235304207328877
1271,8388,ROCKY HARBOUR CS,NL,-57.8778,49.57,68,5,-18,24,4841,24.42289491438044,8.23989353197616
1272,8390,ROUND HARBOUR,NL,-55.6667,49.85,15,3,-19,21,5391,25.554038024265747,9.173965444551113
1273,8405,ST SHOTTS,NL,-53.5833,46.6333,46,4,-13,17,4932,28.39707374574577,7.088380796889533
1274,8414,SIGNAL HILL,NL,-52.6833,47.5667,96,5,-14,21,4683,28.441250197777997,8.204004327886095
1275,8416,SOPS ARM WHITE BAY,NL,-56.8833,49.7667,17,4,-19,23,5202,24.90090147023769,8.71890176481015
1276,8418,SOUTH BROOK PASADENA,NL,-57.6167,49.0167,38,5,-19,23,5015,24.837850001737877,7.83207611207124
1277,8420,SPRINGDALE GB FARM,NL,-56.1667,49.45,43,3,-20,23,5510,25.467041342816824,8.666609018463804
1278,8423,STEPHENVILLE A,NL,-58.55,48.5333,25,5,-16,22,4720,24.517097913492673,7.117358910371174
1279,8428,SWIFT CURRENT,NL,-54.2131,47.8853,18,5,-16,22,4704,27.384030616750238,7.949488260560934
1280,8430,TERRA NOVA NAT PARK CS,NL,-53.9744,48.5569,107,6,-14,22,4733,27.178288344027237,8.608947022211417
1281,8431,TERRA NOVA NAT PARK HQ,NL,-53.9833,48.55,84,4,-20,24,5024,27.17670918430327,8.600009622994977
1282,8436,TOMPKINS,NL,-59.2333,47.7833,10,5,-17,22,4767,24.455107547585936,6.241882677670423
1283,8444,TWILLINGATE (AUT),NL,-54.8,49.6833,92,4,-14,21,4847,26.13004376259036,9.307897246727128
1284,8446,VICTORIA,NL,-53.2178,47.7683,43,5,-16,22,4713,28.02467154295287,8.190041551012682
1285,8450,WHITBOURNE,NL,-53.5375,47.4167,58,5,-15,21,4579,28.020228486705022,7.7776241149269865
1286,8453,WINTERLAND,NL,-55.3,47.1667,52,5,-13,21,4490,27.10524126954554,6.960249808123725
1287,8455,WOODY POINT,NL,-57.9167,49.5,23,4,-20,22,5131,24.433605951924587,8.166239327159682
1288,8459,LOURDES,NL,-58.9833,48.65,12,4,-16,21,4858,24.20655476486855,7.089213730423145
1289,8464,MAIN BROOK,NL,-56.0167,51.1833,14,2,-24,22,5824,24.69163991616017,10.22496869975254
1290,8479,CARTWRIGHT,NL,-57.035,53.7083,14,0,-26,22,6500,22.883799444538962,12.126358983270919
1291,8484,CHURCHILL FALLS A,NL,-64.1,53.55,440,-4,-34,22,7975,19.13577139970266,10.11636629865344
1292,8486,GOOSE A,NL,-60.4167,53.3167,49,0,-28,24,6559,21.25454186850438,10.842940456164209
1293,8498,NAIN A,NL,-61.6833,56.55,6,-2,-28,20,7302,19.12294867359371,13.419876797675242
1294,8505,MAKKOVIK A,NL,-59.1886,55.0822,70,-1,-29,22,7121,21.086584257574323,12.741825670817573
1295,8518,WABUSH LAKE A,NL,-66.8742,52.9272,551,-3,-34,21,7572,17.832949980002578,8.894474268549919
1296,8766,SALTSPRING ST MARY'S L,BC,-123.546,48.8881,46,11,-3,24,2756,-17.139486636019633,4.320322100495983
1297,8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,10,-4,22,2943,-17.144251143372646,4.066814708077395
1298,8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,10,-6,23,2839,-16.812356613135417,4.531847882450481
1299,8773,LUTSELK'E CS,NT,-110.69,62.4156,179,-5,-37,22,8225,-6.5299173223889415,15.491470329004402
1300,8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,2,-31,21,5675,-9.888532509729613,6.872797573742963
1301,8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,4,-28,22,5011,-10.625797002736029,4.778503714622416
1302,8783,QU'APPELLE 1,SK,-103.98299999999999,50.5667,663,3,-31,25,5514,-4.436114995928013,3.2660356220445608
1303,8784,REGINA INT'L A,SK,-104.667,50.4333,578,3,-32,25,5640,-4.882522538616095,3.1741915710209807
1304,8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.71700000000001,52.1667,504,2,-33,25,5757,-5.965341609252919,5.039762809078846
1305,8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,3,-31,25,5669,-0.15035553299554535,2.4169256900823712
1306,8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,7,-23,27,4468,14.818651720335906,-0.14229068458931268
1307,8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,8,-17,27,3891,11.534368202439223,-3.290371679059054
1308,8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,8,-17,28,3827,12.480315141272046,-2.4275243009702034
1309,8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,6,-25,24,4777,16.182646599358296,0.7652575197208127
1310,8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,5,-25,26,4844,15.82450983689447,0.5070676872066261
1311,8811,L'ALVERNE,QC,-66.7,48.1333,290,2,-26,23,5928,19.740328662103547,4.489153147866319
1312,8816,VAL-D'OR A,QC,-77.7867,48.0564,337,2,-31,24,6077,12.715646487269279,2.1295758090215102
1313,8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,7,-18,24,4255,23.043207937173968,2.353824406162802
1314,8825,ST MARGARET'S BAY,NS,-63.9,44.7,17,7,-15,23,4253,22.85644042732311,2.074260409036978
1315,8826,O'LEARY,PE,-64.2617,46.7003,38,5,-21,23,4664,21.821103653985478,3.805146627159658
1316,8829,BAY D'ESPOIR GEN STN,NL,-55.8,47.9833,23,5,-19,20,4829,26.404257443472744,7.505245458531249
1317,8830,BAY D'ESPOIR LONG POND,NL,-55.8167,47.9833,169,4,-20,20,5237,26.394427513244768,7.49977100042431
1318,8832,GANDER INT'L A,NL,-54.5769,48.9464,151,4,-18,23,5055,26.6323194328237,8.743890975982405
1319,8833,HAWKE'S BAY,NL,-57.1833,50.6,11,3,-23,21,5460,24.325585438503087,9.358019550023267
1320,8836,ROBERT'S ARM,NL,-55.8167,49.5,30,4,-21,22,5257,25.642929995177152,8.821525899603293
1321,8842,ST JOHN'S A,NL,-52.7428,47.6222,141,5,-14,22,4749,28.377457088340115,8.230534649080468
1322,8844,ST JOHN'S WEST CDA,NL,-52.7833,47.5167,114,5,-14,22,4788,28.409254978313303,8.126197355843289
1323,8846,SIBLEY'S COVE,NL,-53.1,48.05,12,5,-15,21,4807,27.94608016403712,8.472075154038663
1324,8847,WOODDALE BISHOP'S FALLS,NL,-55.55,49.0333,46,4,-20,24,4984,26.02859585220155,8.501009717060045
1325,8848,ST MARY'S,NL,-53.5667,46.9167,16,6,-12,19,4538,28.26099488251017,7.337818794506277
1326,8849,MCIVER'S,NL,-58.1167,49.0667,50,6,-15,22,4578,24.52210267123741,7.722294253194859
1327,12341,FREDERICTON CDA,NB,-66.6167,45.9167,40,6,-22,25,4588,20.62178160144984,2.4538374466501836
