,history_id,station_name,province,lon,lat,elevation (m),Tmean,Tmin (degC),Tmax (degC),HDD (degC-day),rlon,rlat
881,6747,BISHOPTON,QC,-71.5667,45.5833,213,4,-27,25,5077,17.494131786612147,0.9489281006476226
882,6750,BONSECOURS,QC,-72.2667,45.4,297,5,-24,24,4960,17.08527176163669,0.6214263288690471
883,6753,BROME,QC,-72.5667,45.1833,206,5,-26,26,4753,16.950859185149188,0.35043721364910185
884,6755,BROMPTONVILLE,QC,-71.95,45.4833,130,6,-25,25,4738,17.270669708561627,0.7695743040876517
885,6765,COATICOOK,QC,-71.8,45.15,259,6,-23,25,4644,17.47520195436037,0.4860499102898444
886,6774,DRUMMONDVILLE,QC,-72.4833,45.8833,82,7,-24,27,4515,16.79264234742965,1.0348232563982545
887,6784,FARNHAM,QC,-72.9,45.3,68,7,-25,26,4581,16.691842997635554,0.3905380912778866
888,6786,FLEURY,QC,-73.0,45.8,31,6,-24,26,4627,16.47479579678509,0.8463890909946689
889,6787,FORTIERVILLE,QC,-72.05,46.4833,53,5,-26,25,5080,16.892890608074847,1.6981108675439935
890,6794,GEORGEVILLE,QC,-72.2333,45.1333,267,6,-24,23,4893,17.189960041690064,0.3750065977850023
891,6795,GRANBY,QC,-72.7167,45.3833,175,6,-23,26,4480,16.78949405383804,0.5088716677241474
892,6800,HEMMINGFORD FOUR WINDS,QC,-73.7167,45.0667,61,7,-22,27,4344,16.211153361252567,-0.002819591108613995
893,6802,HUNTINGDON,QC,-74.1667,45.05,49,7,-24,26,4295,15.91164378309388,-0.11059958944123897
894,6804,IBERVILLE,QC,-73.25,45.3333,31,7,-24,26,4534,16.447024680651992,0.34872560816845866
895,6814,LAC MEGANTIC 2,QC,-70.8667,45.6,426,5,-26,24,5174,17.95280611454204,1.121857502574631
896,6817,LAMBTON,QC,-71.0833,45.8333,366,4,-25,25,5017,17.734174158350864,1.293674588091914
897,6822,LAURIERVILLE,QC,-71.6667,46.3333,152,5,-26,26,5115,17.19100096731101,1.6384874829205949
898,6823,LAUZON,QC,-71.1,46.8167,69,5,-26,26,5053,17.406153681880436,2.220882571941183
899,6826,LENNOXVILLE,QC,-71.8236,45.3689,181,6,-24,23,4733,17.390734475406397,0.6886805319462729
900,6827,LINGWICK,QC,-71.3667,45.6333,267,5,-24,25,4959,17.61091405605013,1.0408049695193322
901,6829,MAGOG,QC,-72.1167,45.2667,274,6,-24,26,4724,17.226791433609083,0.5272872692490097
902,6830,MANSEAU,QC,-71.9833,46.3333,96,4,-28,25,5186,16.98335742756213,1.5699018781915144
903,6833,MARIEVILLE,QC,-73.1333,45.4,38,7,-23,27,4577,16.505448072721734,0.4368054058190625
904,6839,MILAN,QC,-71.1167,45.5833,482,4,-26,24,5385,17.79263385317223,1.0494863716117762
905,6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,7,-22,27,4322,16.072237754624673,0.3730154780297401
906,6850,MONTREAL LAFONTAINE,QC,-73.5667,45.5167,41,7,-21,28,4149,16.180524851159493,0.4583713999221783
907,6856,NICOLET,QC,-72.6167,46.2,30,5,-26,26,4890,16.607760775956216,1.3081477460879134
908,6859,NOTRE DAME DES BOIS,QC,-71.0833,45.4,503,4,-25,21,5227,17.87385061537259,0.8834959655618496
909,6860,ORMSTOWN,QC,-74.05,45.1167,46,7,-23,27,4403,15.971452536902286,-0.02306995179155099
910,6861,PHILIPSBURG,QC,-73.0833,45.0333,53,7,-23,27,4312,16.648563684979216,0.09735313190136174
911,6863,PIERREVILLE,QC,-72.8333,46.0833,15,6,-25,26,4728,16.500102870276372,1.1514404604556916
912,6865,POINTE DU MOULIN,QC,-73.9167,45.35,38,6,-23,26,4432,15.994085520116192,0.22738696504931138
913,6870,RIVIERE DES PRAIRIES,QC,-73.5,45.7,9,7,-23,27,4595,16.171309964048906,0.6472925145879969
914,6875,SABREVOIS,QC,-73.2,45.2167,38,7,-22,24,4408,16.515278173256952,0.2478536721012904
915,6880,ST ANICET,QC,-74.35,45.1333,53,7,-22,27,4293,15.76386408140092,-0.06763698819223248
916,6892,ST COME DE LINIERE,QC,-70.5167,46.05,244,4,-26,24,5227,18.036246116246513,1.6268592987363577
917,6896,STE DOROTHEE,QC,-73.7833,45.5167,23,7,-24,26,4446,16.035360030867526,0.41406455561027233
918,6898,ST EPHREM,QC,-70.9667,46.0667,312,4,-27,25,5263,17.73550833013751,1.540749758985941
919,6899,ST FERDINAND,QC,-71.5833,46.1,297,5,-26,25,5106,17.319534723993772,1.4353865918581943
920,6900,ST FLAVIEN,QC,-71.5667,46.4833,137,4,-26,26,5174,17.208994077081204,1.8025936437057593
921,6902,ST FORTUNAT,QC,-71.6,45.9667,465,3,-27,24,5358,17.350725953154015,1.305267531023902
922,6905,STE GENEVIEVE,QC,-73.85,45.5,23,7,-22,25,4376,15.995474941061378,0.3845159255402604
923,6906,ST GEORGES,QC,-70.7,46.15,168,5,-26,25,5087,17.883321299254668,1.6796607608428853
924,6907,ST GUILLAUME,QC,-72.7667,45.8833,44,6,-26,27,4802,16.604689994654365,0.9747855116695645
925,6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,6,-21,26,4504,16.280985270212184,0.4892824791896059
926,6915,ST HYACINTHE 2,QC,-72.9167,45.5667,33,7,-24,27,4558,16.600395614683634,0.6413453724906322
927,6925,ST LUDGER,QC,-70.6833,45.75,335,5,-25,24,5192,18.025092727207987,1.3054290288877226
928,6926,STE MADELEINE,QC,-73.1333,45.6167,30,7,-24,27,4583,16.440798499950514,0.6436379439510136
929,6927,ST MALO D AUCKLAND,QC,-71.5,45.2,564,5,-26,24,5268,17.66009565819819,0.6002534616609015
930,6928,STE MARTINE,QC,-73.85,45.2167,38,7,-23,27,4377,16.077591989134834,0.11337791584524394
931,6931,ST NAZAIRE,QC,-72.6167,45.7333,69,6,-25,26,4637,16.74986518653635,0.8636001331270774
932,6932,ST ODILON,QC,-70.65,46.35,358,3,-28,24,5465,17.85055640566512,1.8799679473293647
933,6934,ST PIERRE DE BROUGHTON,QC,-71.2167,46.25,366,4,-27,25,5306,17.512421946317293,1.6584646708515252
934,6935,ST PROSPER,QC,-70.5,46.2167,282,4,-27,24,5417,17.992307149959434,1.788085543520356
935,6936,ST REMI,QC,-73.6,45.2833,53,6,-23,26,4567,16.22655884926908,0.2283644204318483
936,6940,ST SEBASTIEN,QC,-70.95,45.7667,442,4,-27,24,5271,17.84366708527203,1.2606717705989359
937,6942,ST SEVERIN,QC,-71.05,46.3333,442,4,-26,22,5467,17.594713197903786,1.7744012915046719
938,6945,ST THEOPHILE,QC,-70.4833,45.9333,395,4,-25,25,5173,18.096586920667207,1.5242966039290742
939,6948,ST WENCESLAS,QC,-72.3333,46.1667,84,5,-27,26,4999,16.804800195591653,1.3365106493736163
940,6949,ST ZACHARIE,QC,-70.3833,46.1167,480,3,-27,24,5542,18.101638337129636,1.7203353439045161
941,6950,ST ZEPHIRIN,QC,-72.5833,46.0667,52,5,-26,26,4897,16.67043021880062,1.1882352189004102
942,6952,SAWYERVILLE NORD,QC,-71.5333,45.3667,346,5,-24,25,4785,17.58498768439471,0.7509101223247516
943,6953,SCOTT,QC,-71.0833,46.5,145,5,-25,26,5022,17.51916677348729,1.924782851224904
944,6957,SHERBROOKE A,QC,-71.6833,45.4333,241,5,-25,23,5003,17.463999638422727,0.7807929838028224
945,6960,SOREL,QC,-73.1167,46.0333,15,7,-22,27,4530,16.327496188013978,1.0447050148731867
946,6966,SUTTON,QC,-72.6833,45.0667,244,6,-23,26,4481,16.907970562019244,0.2143332821945056
947,6970,THETFORD MINES,QC,-71.35,46.1,381,5,-26,25,5017,17.472963414579834,1.4868129159530434
948,6974,VALLEE JONCTION,QC,-70.9333,46.3833,152,5,-25,26,5016,17.65478065992973,1.8477648175200458
949,6975,VALLEYFIELD,QC,-74.1,45.2833,46,7,-22,26,4414,15.889859305178064,0.12639370122986404
950,6977,VAL RACINE,QC,-71.0667,45.4833,495,3,-26,24,5347,17.85802000379403,0.9661034892266325
951,6978,VERCHERES,QC,-73.3667,45.7667,21,7,-23,27,4458,16.240560473908765,0.738457158552364
952,6986,WOBURN,QC,-70.8667,45.3833,396,4,-25,22,5181,18.023200046235907,0.916905903277946
953,6988,DAVELUYVILLE,QC,-72.2,46.1833,84,4,-28,26,5142,16.887501960563338,1.3807822076069196
954,6993,ST CAMILLE WOLFE,QC,-71.7333,45.6667,268,5,-27,25,5236,17.357229033844433,0.9912789287134749
955,6997,ANGERS,QC,-75.55,45.55,91,5,-25,25,4883,14.83803900373631,0.09932157620079315
956,7004,BLANCHE,QC,-75.3333,45.75,213,4,-27,24,5164,14.929673952353337,0.33288059623135635
957,7007,CHARTERIS,QC,-76.4333,45.6833,168,6,-22,26,4936,14.206951891737853,0.06457777123853113
958,7009,CHELSEA,QC,-75.7833,45.5167,113,6,-25,26,4684,14.689533459485038,0.023408393646965037
959,7010,CHENEVILLE,QC,-75.0833,45.9,223,5,-27,25,5234,15.056181318654785,0.5248360328681333
960,7023,LACHUTE,QC,-74.3333,45.65,91,6,-24,26,4614,15.628350571746576,0.43111426674639375
961,7028,LA MACAZA,QC,-74.7667,46.3667,244,4,-27,25,5308,15.137667577989024,1.0340555599277181
962,7033,LUSKVILLE,QC,-76.05,45.5333,69,6,-25,26,4742,14.504972791199682,-0.010141822987990141
963,7035,MANIWAKI UA,QC,-76.0061,46.3018,189,4,-27,23,5205,14.331629182838835,0.7391769186864998
964,7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,5,-25,23,4835,15.211915468380836,0.361483120581601
965,7044,MONT LAURIER,QC,-75.55,46.5667,244,4,-29,25,5402,14.56388649802228,1.0783665501697681
966,7046,NOMININGUE,QC,-75.0833,46.4,274,4,-29,25,5400,14.918558559991391,1.005526645700237
967,7047,NOTRE DAME DE LA PAIX,QC,-74.9833,45.8,183,5,-27,25,5107,15.150717234220592,0.4479252468195834
968,7051,POINTE AU CHENE,QC,-74.8,45.65,51,6,-26,25,4707,15.315281294240158,0.33932389965887066
969,7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,3,-27,24,5345,15.547958374592634,0.8244980392844867
970,7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,3,-30,25,5554,14.630169131697288,1.3913321643034506
971,7059,ST HIPPOLYTE,QC,-74.0,45.9833,366,5,-26,25,5191,15.7555788147033,0.816943782864911
972,7060,ST JEROME,QC,-74.05,45.8,170,6,-25,26,4904,15.775006468895526,0.6313835144540892
973,7062,SHAWVILLE,QC,-76.4667,45.6167,168,5,-26,26,4908,14.201635678814915,-0.005795683190460074
974,7064,SHEENBORO,QC,-77.25,45.9667,137,5,-27,26,4985,13.584505642712083,0.19407473605052883
975,7068,WAKEFIELD,QC,-75.9,45.6,152,5,-25,24,4803,14.588600976666568,0.08195977352268988
976,7071,WRIGHT,QC,-76.05,46.0667,142,5,-29,26,5091,14.364356559816647,0.5043901353927333
977,7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,2,-27,19,5972,18.448044213540186,5.058478584630331
978,7079,BAIE ST PAUL,QC,-70.5,47.4167,32,4,-21,22,5267,17.5968608830553,2.9211748252048553
979,7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,1,-25,17,6229,23.912489411212096,10.104162651119204
980,7090,BAIE JOHAN BEETZ,QC,-62.8,50.2833,8,1,-24,17,6135,21.237943393270957,7.470948525175208
981,7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,5,-24,24,4965,17.400888965846388,2.377566928011995
982,7106,FORESTVILLE,QC,-69.0833,48.7333,76,3,-27,25,5685,18.043947655953147,4.480082579908052
983,7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,0,-28,20,6431,17.21270812915398,2.6832756820036425
984,7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,4,-25,22,5499,17.940016482155016,3.9275140340820363
985,7120,HAVRE-SAINT-PIERRE A,QC,-63.6,50.2833,38,1,-27,19,6300,20.768642084400955,7.2595427423462
986,7128,LA MALBAIE,QC,-70.15,47.6667,23,4,-22,24,5386,17.73710919906378,3.23535563304697
987,7133,LES BUISSONS,QC,-68.3833,49.1167,15,4,-17,21,5657,18.34141859275878,5.000317124244928
988,7135,LES EBOULEMENTS,QC,-70.25,47.5,267,2,-25,23,5632,17.728991502773084,3.055709015235914
989,7149,NATASHQUAN A,QC,-61.8167,50.1833,11,1,-26,19,6137,21.855483859627054,7.646599951001509
990,7151,NOTRE DAME DES MONTS,QC,-70.4167,47.6667,267,2,-27,24,5695,17.567423098047176,3.175729098648031
991,7153,PENTECOTE,QC,-67.1667,49.7333,15,2,-25,20,5969,18.858563684889763,5.861313131619628
992,7154,PETITE RIV ST FRANCOIS,QC,-70.5667,47.3167,15,5,-19,23,4871,17.587087362385383,2.81187889797727
993,7163,RIVIERE ETERNITE,QC,-70.4,48.25,256,2,-29,24,5971,17.384790007504154,3.729922529194133
994,7165,SACRE COEUR,QC,-69.8667,48.25,122,2,-27,22,5777,17.720254790013467,3.8485009752727692
995,7166,STE ANNE DE BEAUPRE,QC,-70.9167,47.0333,76,4,-25,25,5135,17.454610658846974,2.4663266066280873
996,7171,ST JEAN (IO),QC,-70.9167,46.9167,31,5,-24,25,4920,17.492475232440565,2.3560343942310813
997,7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,3,-30,24,5846,17.25132301995396,3.8422604402526868
998,7174,ST SIMEON,QC,-69.8667,47.85,15,3,-24,23,5411,17.855303395265043,3.471889413478817
999,7176,ST URBAIN,QC,-70.55,47.5667,91,4,-22,22,5313,17.51547824792845,3.051697850970607
1000,7177,SEPT-ILES A,QC,-66.2667,50.2167,55,1,-27,20,6202,19.216683889338345,6.526088218670024
1001,7182,TADOUSSAC,QC,-69.7,48.15,70,3,-22,19,5477,17.858931482521506,3.791934459363496
1002,7183,TETE A LA BALEINE,QC,-59.3167,50.7,9,1,-27,18,6283,23.06720997624393,8.814282270815493
1003,7190,ILE AUX COUDRES,QC,-70.3833,47.3833,15,4,-20,21,5033,17.682560835788625,2.9157195105543443
1004,7198,ST HILARION,QC,-70.4,47.6,412,3,-27,22,5799,17.600139590724563,3.116497432622844
1005,7199,SAULT AU MOUTON,QC,-69.25,48.55,47,3,-26,22,5599,18.003736317316214,4.270024815557025
1006,7208,AMQUI,QC,-67.45,48.5167,183,2,-27,24,5925,19.133442349688185,4.661496433489361
1007,7226,BAIE DES SABLES,QC,-67.8333,48.7,99,3,-22,21,5525,18.829758434149777,4.740397070800668
1008,7230,CAP DES ROSIERS,QC,-64.2,48.85,15,4,-21,22,5385,20.99524749910319,5.79153324323768
1009,7232,CAPLAN,QC,-65.6833,48.1,23,4,-20,21,5226,20.38318679106956,4.715470111362363
1010,7233,CAP MADELEINE,QC,-65.3167,49.2333,2,3,-23,22,5553,20.167074983867447,5.854185840976831
1011,7235,CAP SEIZE,QC,-66.4,49.0167,229,2,-26,24,5910,19.592472947387485,5.382512908793029
1012,7237,CAUSAPSCAL,QC,-67.2333,48.3667,168,3,-27,24,5935,19.322738338492357,4.574521181843739
1013,7248,GASPE A,QC,-64.4781,48.7769,34,3,-22,24,5409,20.85593090429929,5.651301920249028
1014,7257,HONFLEUR,QC,-70.85,46.6833,175,4,-27,25,5356,17.6115595829187,2.1501189541189794
1015,7261,LAC HUMQUI,QC,-67.5667,48.2833,236,3,-27,24,5845,19.14630208065784,4.415906609261064
1016,7262,LAMARTINE,QC,-70.35,47.0333,63,4,-25,24,5084,17.819878310600807,2.592920434280473
1017,7264,LA POCATIERE CDA,QC,-70.0333,47.35,31,4,-24,25,5186,17.917497467271644,2.9632011627512
1018,7269,MATANE,QC,-67.4667,48.85,30,3,-22,22,5510,19.001119379210156,4.9678042454456
1019,7273,MONT-JOLI A,QC,-68.2167,48.6,52,4,-23,24,5249,18.628454874362962,4.5562730774171545
1020,7277,MONT LOUIS,QC,-65.7333,49.2333,15,3,-24,23,5438,19.914941341584605,5.748927772426061
1021,7278,MONTMAGNY,QC,-70.5833,46.9667,15,5,-23,25,5052,17.69149433444093,2.4775887360087
1022,7279,MURDOCHVILLE,QC,-65.5167,48.95,575,2,-26,24,6018,20.156251720308124,5.542262919725054
1023,7284,NOTRE DAME DU LAC,QC,-68.8,47.6,320,3,-24,23,5523,18.616475250018723,3.483153829805875
1024,7285,NOTRE DAME DU ROSAIRE,QC,-70.4,46.8333,373,3,-27,24,5491,17.85383397054956,2.3928831921630294
1025,7286,NOUVELLE,QC,-66.3,48.1,7,4,-21,22,5325,20.001159833155274,4.558528198692667
1026,7301,RIMOUSKI,QC,-68.5167,48.45,36,5,-24,25,5229,18.495415831965524,4.345598033008107
1027,7303,RIVIERE BLEUE,QC,-69.0333,47.4333,213,3,-24,19,5621,18.52654239884909,3.272071498817136
1028,7308,ST ALEXIS DE MATAPEDIA,QC,-67.0667,47.9833,274,2,-25,21,5901,19.567879812140987,4.2589258467674656
1029,7309,STE ANNE DES MONTS,QC,-66.4667,49.1333,15,3,-22,22,5502,19.507702492526956,5.474071268251271
1030,7311,ST ARSENE,QC,-69.3833,47.95,76,3,-22,22,5426,18.12667970804226,3.6760248375221
1031,7312,ST BRUNO KAMOURASKA,QC,-69.7833,47.45,198,3,-23,20,5564,18.043416843892093,3.1142769282717855
1032,7313,ST CAMILLE,QC,-70.2167,46.4833,396,3,-28,24,5613,18.088712820603085,2.1043623241683953
1033,7314,ST CHARLES GARNIER,QC,-68.05,48.3333,323,2,-26,24,5838,18.82751828514304,4.346610293759574
1034,7315,ST CLEMENT,QC,-69.1,47.9167,259,2,-25,22,5798,18.31675132549891,3.71007111167222
1035,7317,ST DAMASE DES AULNAIES,QC,-70.1333,47.2,274,3,-26,23,5499,17.903660294818017,2.7991512958382723
1036,7319,ST ELEUTHERE,QC,-69.2833,47.4833,290,3,-27,24,5598,18.350351370101194,3.2607061037378267
1037,7320,ST ELZEAR DE BONAVENTURE,QC,-65.35,48.1833,229,2,-24,18,5715,20.55674207718385,4.878238026964264
1038,7321,ST GABRIEL,QC,-68.15,48.4833,259,3,-25,25,5593,18.71157237016122,4.462982010220393
1039,7322,STE GERMAINE,QC,-70.4667,46.4167,511,3,-27,24,5564,17.948131049345225,1.9845023376234565
1040,7323,ST GUY,QC,-68.8167,48.05,320,2,-24,21,5851,18.44855505329142,3.900940340349545
1041,7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,351,2,-26,23,6011,19.203872504046767,5.083231709000099
1042,7326,STE LUCIE,QC,-70.0167,46.7333,373,3,-27,25,5645,18.134863525524572,2.38587791745667
1043,7327,ST MALACHIE,QC,-70.8167,46.55,221,3,-27,25,5432,17.67659981234482,2.031512617921482
1044,7329,SAINT MICHEL,QC,-70.8833,46.8667,69,5,-25,25,5135,17.530326768266313,2.3161518592684875
1045,7331,ST PAMPHILE,QC,-69.7833,46.9667,388,3,-25,23,5522,18.206800425724534,2.659356556594008
1046,7333,STE PERPETUE,QC,-69.9333,47.05,411,3,-26,21,5692,18.08230500135852,2.703352660024468
1047,7334,ST PHILEMON,QC,-70.4167,46.6667,450,2,-28,22,5668,17.89809691069761,2.2318537708212007
1048,7336,ST RENE DE MATANE,QC,-67.3833,48.6833,61,3,-24,19,5629,19.11358756844058,4.832697161248764
1049,7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,3,-24,22,5531,18.733677276905336,3.491313994124788
1050,7339,SQUATECK,QC,-68.7,47.8833,198,3,-26,22,5509,18.580343919237365,3.7720843136516287
1051,7340,TRINITE DES MONTS,QC,-68.4833,48.1333,262,3,-24,22,5785,18.62828168520398,4.057094707572021
1052,7341,TROIS PISTOLES,QC,-69.1167,48.15,58,4,-21,23,5320,18.22542581032934,3.925129776476902
1053,7343,VAL D ESPOIR,QC,-64.3833,48.5167,91,2,-25,21,5915,21.017884199220426,5.437659535684307
1054,7346,ILES DE LA MADELEINE A,QC,-61.7833,47.4167,11,6,-16,21,4560,23.06626518785116,5.155209648688747
1055,7350,LADRIERE,QC,-68.7833,48.25,148,3,-23,24,5685,18.39946593601044,4.096128834016242
1056,7357,BAGOTVILLE A,QC,-71.0,48.3333,159,3,-28,24,5567,16.97946760951628,3.677953743438618
1057,7361,BONNARD,QC,-71.05,50.7333,506,-1,-33,22,7183,16.168086728357704,5.937914987595253
1058,7381,HEMON,QC,-72.6,49.0667,183,1,-33,22,6404,15.743580064494113,4.0418368439002865
1059,7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,2,-31,24,6004,16.278681835293746,3.321200862802388
1060,7390,LAC STE CROIX,QC,-71.75,48.4167,152,3,-30,26,5819,16.479739155928193,3.5978108026814204
1061,7401,NORMANDIN CDA,QC,-72.5333,48.85,137,1,-32,24,6224,15.851778350050044,3.8488977138356315
1062,7410,ROBERVAL A,QC,-72.2667,48.5167,179,3,-29,25,5639,16.122340479606144,3.5858890255644726
1063,7414,ST AMBROISE,QC,-71.3333,48.5667,122,2,-33,24,6102,16.694413110517512,3.827749452984931
1064,7418,ST LEON DE LABRECQUE,QC,-71.5167,48.6667,131,2,-32,19,6103,16.547270133173278,3.8838480572300575
1065,7419,ST PRIME,QC,-72.4167,48.6167,122,3,-31,26,5842,15.99683941147927,3.6504271546022258
1066,7420,SHIPSHAW,QC,-71.2167,48.45,23,3,-30,25,5609,16.805250555170705,3.741989062421506
1067,7442,GRANDE ANSE,QC,-72.9333,47.1,119,4,-28,24,5403,16.12801895862977,2.100160056740986
1068,7445,LA TUQUE,QC,-72.7833,47.4,152,4,-26,22,5508,16.134563842521807,2.416900417711517
1069,7455,ST MICHEL DES SAINTS,QC,-73.9167,46.6833,351,3,-29,24,5610,15.608573111621684,1.5037525622964423
1070,7461,BARRAGE ANGLIERS,QC,-79.2358,47.5519,267,4,-30,25,5511,11.886957938417009,1.4114245534198955
1071,7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,5,-25,23,4999,12.166449577432108,0.6116695306403618
1072,7463,BELLETERRE,QC,-78.7,47.3833,322,2,-28,22,5984,12.278198359713487,1.3299647528776817
1073,7467,KIPAWA LANIEL,QC,-79.2667,47.05,280,4,-22,24,5659,11.979386771404783,0.917660245635942
1074,7471,MANNEVILLE,QC,-78.4833,48.55,311,0,-32,22,6483,12.14743197083642,2.498364362147083
1075,7473,MONT BRUN,QC,-78.7333,48.4167,305,2,-33,24,6337,12.017196687285196,2.3301463594803966
1076,7478,RAPIDE DES JOACHIMS,QC,-77.7,46.2,137,5,-26,26,4990,13.224513500547225,0.3432681606598265
1077,7482,REMIGNY,QC,-79.2333,47.7167,290,2,-28,22,5891,11.8515015407491,1.5723766422513157
1078,7483,RIVIERE KINOJEVIS,QC,-78.8667,48.2167,290,1,-32,24,6013,11.9769317110481,2.115085730644821
1079,7490,VILLE MARIE,QC,-79.4333,47.35,213,3,-29,25,5578,11.80195308999552,1.1847574110401833
1080,7492,LATULIPE,QC,-79.0167,47.4333,274,2,-30,19,5892,12.058052306278517,1.3294122999251627
1081,7496,AMOS,QC,-78.1333,48.5667,310,2,-31,25,6162,12.368776262825914,2.5693781490772243
1082,7497,BARRAUTE,QC,-77.65,48.3667,305,1,-31,24,6171,12.728400141464762,2.4527194206904652
1083,7504,CHAPAIS 2,QC,-74.85,49.7833,396,0,-30,22,6602,14.13040416250506,4.299655318895919
1084,7508,CHIBOUGAMAU CHAPAIS A,QC,-74.5333,49.7667,387,0,-31,22,6592,14.331937270448247,4.341123900397775
1085,7524,JOUTEL,QC,-78.3,49.4667,290,0,-33,24,6658,12.048192644970198,3.417587898129606
1086,7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,-2,-33,23,7425,11.40209725081259,7.55110484508539
1087,7540,LEBEL SUR QUEVILLON,QC,-76.9667,49.05,305,1,-31,23,6271,12.995496691892777,3.226693631149858
1088,7571,VAL ST GILLES,QC,-79.1333,48.9833,290,0,-32,22,6610,11.630130895993576,2.8212802951991085
1089,7583,LAC BERRY,QC,-78.2833,48.8,305,1,-33,25,6321,12.216949590249524,2.7724424149031415
1090,7592,LOUVICOURT,QC,-77.3833,48.0667,320,1,-31,24,6130,12.97467662996059,2.2056823756394897
1091,7596,INUKJUAK UA,QC,-78.0833,58.4667,24,-7,-36,14,9046,9.988977488368288,12.184706889709847
1092,7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,-4,-34,21,7810,10.963379553343792,9.143254450485722
1093,7627,KUUJJUAQ A,QC,-68.4167,58.1,40,-5,-36,19,8306,15.062915391847254,13.3816017084914
1094,7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,-5,-36,21,8336,17.15060312140212,10.642722973708436
1095,7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,5,-23,25,4793,20.757678859211282,2.5880834006331126
1096,7647,ALMA,NB,-64.95,45.6,43,6,-19,21,4496,21.81846865676879,2.605983214039064
1097,7648,AROOSTOOK,NB,-67.7156,46.7122,80,5,-25,24,5064,19.622613419942642,2.915060025357727
1098,7652,BAS CARAQUET,NB,-64.8333,47.8022,5,5,-20,24,4800,21.02564696281144,4.662707364772209
1099,7653,BAS CARAQUET,NB,-64.8667,47.8,11,4,-20,24,5034,21.005823736238465,4.651853828796736
1100,7655,BATHURST,NB,-65.65,47.6167,5,4,-23,26,5051,20.590317576219487,4.277932843751304
1101,7656,BATHURST A,NB,-65.7483,47.6292,59,5,-22,26,4909,20.52416016276687,4.264025097535811
1102,7659,BEECHWOOD,NB,-67.6667,46.5333,91,5,-25,25,4979,19.71869245113389,2.7603843215106942
1103,7663,BERTRAND,NB,-65.0667,47.75,23,5,-21,26,4830,20.90147083831138,4.553130535964961
1104,7666,BON ACCORD,NB,-67.5845,46.6508,450,4,-25,24,5343,19.72881367190746,2.890364405631569
1105,7669,BUCTOUCHE,NB,-64.7167,46.5167,11,5,-21,26,4806,21.606688849567945,3.5125281854438635
1106,7670,BUCTOUCHE CDA,NB,-64.7667,46.4333,36,6,-21,26,4711,21.6079254464984,3.4223078723642972
1107,7671,BUCTOUCHE CDA CS,NB,-64.7681,46.4303,36,6,-21,25,4599,21.608220895106566,3.419170347604767
1108,7681,CHARLO A,NB,-66.3333,47.9833,40,3,-23,23,5307,20.024656104182274,4.442055448008857
1109,7686,MIRAMICHI A,NB,-65.4678,47.0095,33,5,-22,26,4930,20.93925168325036,3.765296967036392
1110,7693,COLESON COVE,NB,-66.2,45.15,31,6,-19,21,4452,21.18059270462604,1.8528378278950468
1111,7698,DOAKTOWN,NB,-66.1403,46.5525,57,5,-23,26,4890,20.688150177613355,3.1668816081319098
1112,7707,FREDERICTON A,NB,-66.5279,45.8721,21,6,-21,24,4677,20.695842322706284,2.4355673986902304
1113,7712,FUNDY PARK (ALMA) CS,NB,-64.95,45.6,43,7,-19,21,4196,21.81846865676879,2.605983214039064
1114,7715,GAGETOWN 2,NB,-66.15,45.7833,34,6,-21,25,4428,20.97348209091824,2.4523914808738034
1115,7726,HARCOURT,NB,-65.2667,46.5,40,5,-23,25,4934,21.264290538497672,3.348968471420379
1116,7731,HAUT SHIPPAGAN,NB,-64.7667,47.75,6,5,-20,24,4920,21.087559840485376,4.632375784571248
1117,7737,HOYT BLISSVILLE,NB,-66.5667,45.6,15,6,-22,25,4572,20.772546955364465,2.173083669748209
1118,7738,JUNIPER,NB,-67.1667,46.55,259,4,-25,24,5244,20.033252850710543,2.901267852480248
1119,7739,KEDGWICK,NB,-67.35,47.65,274,2,-28,24,5878,19.51319866942893,3.879052579206724
1120,7746,KOUCHIBOUGUAC CS,NB,-65.0167,46.7833,21,6,-19,26,4605,21.31198319515317,3.6767683756974234
1121,7753,MACTAQUAC PROV PARK,NB,-66.8986,45.9544,110,6,-22,25,4825,20.425584720825874,2.4159697674047114
