,id,station_name,province,lon,lat,elev,SL50 (kPa),rlon,rlat
264,6558,TORONTO NORTH YORK,ON,-79.4678,43.78,187,1.6,12.57237144415825,-2.3012399580428746
265,6577,HALIBURTON 3,ON,-78.5311,45.0322,330,2.7,12.938661086656456,-0.929498972966488
266,6596,PETERBOROUGH A,ON,-78.3667,44.2333,191,2.4,13.239909508912735,-1.6786484471005159
267,6634,DESCHAMBAULT,QC,-71.9167,46.6667,15,4.3,16.922755381469877,1.9009426839342536
268,6667,QUEBEC/JEAN LESAGE INTL A,QC,-71.3833,46.8,74,5.6,17.22771444423007,2.142892402870948
269,6669,RIGAUD,QC,-74.3667,45.5,46,2.5,15.648523738310713,0.2806495088143387
270,6674,ST ALBAN,QC,-72.0833,46.7167,76,4.9,16.798519081378075,1.912824438817077
271,6675,ST ALEXIS DES MONTS,QC,-73.15,46.5333,183,3.6,16.15629574000493,1.5150610464679561
272,6676,STE ANNE DE LA PERADE,QC,-72.2333,46.5833,16,3.5,16.741931706325044,1.7540822281724946
273,6677,ST AUGUSTIN,QC,-71.5,46.7333,58,6.5,17.173129500136174,2.054217978278324
274,6678,STE BEATRIX,QC,-73.6,46.2,198,4.3,15.95810005194841,1.1048802078623199
275,6681,ST CHARLES DE MANDEVILLE,QC,-73.35,46.35,168,4.1,16.07911852243818,1.29909797368146
276,6685,ST COME,QC,-73.75,46.2833,244,4.2,15.834532095958147,1.1542596729610621
277,6699,ST NARCISSE,QC,-72.4333,46.5333,46,4.4,16.626426689197242,1.664176253985097
278,6703,STE THERESE OUEST,QC,-73.8833,45.65,61,2.3,15.929713258832273,0.521333283639665
279,6726,TROIS RIVIERES AQUEDUC,QC,-72.6167,46.3833,55,3.3,16.55193535398155,1.4827451771107225
280,6729,LAC AUX SABLES,QC,-72.4,46.8667,160,4.6,16.545808996887292,1.9884978888085978
281,6744,BEAUSEJOUR,QC,-71.1667,46.6667,107,4.5,17.411163562539105,2.0641528045347988
282,6750,BONSECOURS,QC,-72.2667,45.4,297,3.7,17.08527176163669,0.6214263288690471
283,6753,BROME,QC,-72.5667,45.1833,206,2.8,16.950859185149188,0.35043721364910185
284,6755,BROMPTONVILLE,QC,-71.95,45.4833,130,2.2,17.270669708561627,0.7695743040876517
285,6765,COATICOOK,QC,-71.8,45.15,259,2.8,17.47520195436037,0.4860499102898444
286,6774,DRUMMONDVILLE,QC,-72.4833,45.8833,82,2.7,16.79264234742965,1.0348232563982545
287,6786,FLEURY,QC,-73.0,45.8,30,2.6,16.47479579678509,0.8463890909946689
288,6787,FORTIERVILLE,QC,-72.05,46.4833,53,4.1,16.892890608074847,1.6981108675439935
289,6794,GEORGEVILLE,QC,-72.2333,45.1333,267,3.4,17.189960041690064,0.3750065977850023
290,6795,GRANBY,QC,-72.7167,45.3833,175,2.4,16.78949405383804,0.5088716677241474
291,6800,HEMMINGFORD FOUR WINDS,QC,-73.7167,45.0667,61,3.5,16.211153361252567,-0.002819591108613995
292,6802,HUNTINGDON,QC,-74.1667,45.05,49,1.9,15.91164378309388,-0.11059958944123897
293,6804,IBERVILLE,QC,-73.25,45.3333,30,2.0,16.447024680651992,0.34872560816845866
294,6823,LAUZON,QC,-71.1,46.8167,69,7.1,17.406153681880436,2.220882571941183
295,6826,LENNOXVILLE,QC,-71.8236,45.3689,181,2.8,17.390734475406397,0.6886805319462729
296,6827,LINGWICK,QC,-71.3667,45.6333,267,3.7,17.61091405605013,1.0408049695193322
297,6829,MAGOG,QC,-72.1167,45.2667,274,2.3,17.226791433609083,0.5272872692490097
298,6839,MILAN,QC,-71.1167,45.5833,482,4.2,17.79263385317223,1.0494863716117762
299,6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,2.5,16.072237754624673,0.3730154780297401
300,6852,MONTREAL MCGILL,QC,-73.5833,45.5,57,3.8,16.174297228821235,0.43899501354061177
301,6856,NICOLET,QC,-72.6167,46.2,30,3.3,16.607760775956216,1.3081477460879134
302,6859,NOTRE DAME DES BOIS,QC,-71.0833,45.4,503,3.4,17.87385061537259,0.8834959655618496
303,6860,ORMSTOWN,QC,-74.05,45.1167,46,1.6,15.971452536902286,-0.02306995179155099
304,6863,PIERREVILLE,QC,-72.8333,46.0833,15,2.2,16.500102870276372,1.1514404604556916
305,6875,SABREVOIS,QC,-73.2,45.2167,38,2.5,16.515278173256952,0.2478536721012904
306,6880,ST ANICET,QC,-74.35,45.1333,53,3.9,15.76386408140092,-0.06763698819223248
307,6884,ST BERNARD DE LACOLLE,QC,-73.3833,45.0833,49,2.3,16.43136179542141,0.08212766041682308
308,6889,STE CLOTHILDE CDA,QC,-73.6833,45.1667,56,1.7,16.204535378802806,0.09970703767826301
309,6892,ST COME DE LINIERE,QC,-70.5167,46.05,244,3.1,18.036246116246513,1.6268592987363577
310,6899,ST FERDINAND,QC,-71.5833,46.1,297,3.3,17.319534723993772,1.4353865918581943
311,6905,STE GENEVIEVE,QC,-73.85,45.5,23,2.5,15.995474941061378,0.3845159255402604
312,6906,ST GEORGES,QC,-70.7,46.15,168,2.5,17.883321299254668,1.6796607608428853
313,6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,3.0,16.280985270212184,0.4892824791896059
314,6915,ST HYACINTHE 2,QC,-72.9167,45.5667,33,2.8,16.600395614683634,0.6413453724906322
315,6925,ST LUDGER,QC,-70.6833,45.75,335,3.0,18.025092727207987,1.3054290288877226
316,6926,STE MADELEINE,QC,-73.1333,45.6167,30,2.3,16.440798499950514,0.6436379439510136
317,6927,ST MALO D AUCKLAND,QC,-71.5,45.2,564,3.9,17.66009565819819,0.6002534616609015
318,6935,ST PROSPER,QC,-70.5,46.2167,282,3.4,17.992307149959434,1.788085543520356
319,6940,ST SEBASTIEN,QC,-70.95,45.7667,442,4.0,17.84366708527203,1.2606717705989359
320,6942,ST SEVERIN,QC,-71.05,46.3333,442,5.5,17.594713197903786,1.7744012915046719
321,6957,SHERBROOKE A,QC,-71.6833,45.4333,241,3.5,17.463999638422727,0.7807929838028224
322,6960,SOREL,QC,-73.1167,46.0333,15,2.8,16.327496188013978,1.0447050148731867
323,6966,SUTTON,QC,-72.6833,45.0667,244,2.8,16.907970562019244,0.2143332821945056
324,6970,THETFORD MINES,QC,-71.35,46.1,381,5.8,17.472963414579834,1.4868129159530434
325,6975,VALLEYFIELD,QC,-74.1,45.2833,46,2.3,15.889859305178064,0.12639370122986404
326,6978,VERCHERES,QC,-73.3667,45.7667,21,3.0,16.240560473908765,0.738457158552364
327,6997,ANGERS,QC,-75.55,45.55,91,3.1,14.83803900373631,0.09932157620079315
328,7007,CHARTERIS,QC,-76.4333,45.6833,168,2.8,14.206951891737853,0.06457777123853113
329,7023,LACHUTE,QC,-74.3333,45.65,91,2.5,15.628350571746576,0.43111426674639375
330,7028,LA MACAZA,QC,-74.7667,46.3667,244,3.4,15.137667577989024,1.0340555599277181
331,7033,LUSKVILLE,QC,-76.05,45.5333,69,1.4,14.504972791199682,-0.010141822987990141
332,7035,MANIWAKI UA,QC,-76.0061,46.3018,189,3.7,14.331629182838835,0.7391769186864998
333,7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,3.1,15.211915468380836,0.361483120581601
334,7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,4.7,15.547958374592634,0.8244980392844867
335,7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,4.0,14.630169131697288,1.3913321643034506
336,7059,ST HIPPOLYTE,QC,-74.0,45.9833,366,4.6,15.7555788147033,0.816943782864911
337,7064,SHEENBORO,QC,-77.25,45.9667,137,2.2,13.584505642712083,0.19407473605052883
338,7071,WRIGHT,QC,-76.05,46.0667,142,3.2,14.364356559816647,0.5043901353927333
339,7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,6.8,18.448044213540186,5.058478584630331
340,7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,5.2,23.912489411212096,10.104162651119204
341,7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,5.8,17.400888965846388,2.377566928011995
342,7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,5.4,17.21270812915398,2.6832756820036425
343,7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,3.3,17.940016482155016,3.9275140340820363
344,7149,NATASHQUAN A,QC,-61.8167,50.1833,11,8.0,21.855483859627054,7.646599951001509
345,7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,6.4,17.25132301995396,3.8422604402526868
346,7177,SEPT-ILES A,QC,-66.2667,50.2167,55,8.4,19.216683889338345,6.526088218670024
347,7195,RIVIERE AU TONNERRE,QC,-64.7833,50.2833,15,4.5,20.071145631038487,6.955154706028982
348,7230,CAP DES ROSIERS,QC,-64.2,48.85,15,6.9,20.99524749910319,5.79153324323768
349,7232,CAPLAN,QC,-65.6833,48.1,23,3.2,20.38318679106956,4.715470111362363
350,7248,GASPE A,QC,-64.4781,48.7769,34,5.9,20.85593090429929,5.651301920249028
351,7252,GRINDSTONE ISLAND,QC,-61.8667,47.3833,60,5.7,23.02929875054479,5.100925893032472
352,7261,LAC HUMQUI,QC,-67.5667,48.2833,236,5.8,19.14630208065784,4.415906609261064
353,7264,LA POCATIERE CDA,QC,-70.0333,47.35,30,5.1,17.917497467271644,2.9632011627512
354,7273,MONT-JOLI A,QC,-68.2167,48.6,52,7.4,18.628454874362962,4.5562730774171545
355,7286,NOUVELLE,QC,-66.3,48.1,7,4.8,20.001159833155274,4.558528198692667
356,7301,RIMOUSKI,QC,-68.5167,48.45,36,4.6,18.495415831965524,4.345598033008107
357,7313,ST CAMILLE,QC,-70.2167,46.4833,396,4.7,18.088712820603085,2.1043623241683953
358,7315,ST CLEMENT,QC,-69.1,47.9167,259,5.7,18.31675132549891,3.71007111167222
359,7322,STE GERMAINE,QC,-70.4667,46.4167,510,5.5,17.948131049345225,1.9845023376234565
360,7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,350,9.1,19.203872504046767,5.083231709000099
361,7326,STE LUCIE,QC,-70.0167,46.7333,373,5.8,18.134863525524572,2.38587791745667
362,7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,5.4,18.733677276905336,3.491313994124788
363,7346,ILES DE LA MADELEINE A,QC,-61.7833,47.4167,11,1.2,23.06626518785116,5.155209648688747
364,7357,BAGOTVILLE A,QC,-71.0,48.3333,159,4.5,16.97946760951628,3.677953743438618
365,7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,3.3,16.278681835293746,3.321200862802388
366,7390,LAC STE CROIX,QC,-71.75,48.4167,152,4.7,16.479739155928193,3.5978108026814204
367,7401,NORMANDIN CDA,QC,-72.5333,48.85,137,3.2,15.851778350050044,3.8488977138356315
368,7410,ROBERVAL A,QC,-72.2667,48.5167,179,5.6,16.122340479606144,3.5858890255644726
369,7414,ST AMBROISE,QC,-71.3333,48.5667,122,3.8,16.694413110517512,3.827749452984931
370,7419,ST PRIME,QC,-72.4167,48.6167,122,3.4,15.99683941147927,3.6504271546022258
371,7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,2.8,12.166449577432108,0.6116695306403618
372,7473,MONT BRUN,QC,-78.7333,48.4167,305,4.2,12.017196687285196,2.3301463594803966
373,7496,AMOS,QC,-78.1333,48.5667,310,4.2,12.368776262825914,2.5693781490772243
374,7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,2.7,11.40209725081259,7.55110484508539
375,7550,NITCHEQUON,QC,-70.9,53.2,536,4.2,15.44560701182247,8.299960359573916
376,7583,LAC BERRY,QC,-78.2833,48.8,305,2.9,12.216949590249524,2.7724424149031415
377,7596,INUKJUAK UA,QC,-78.0833,58.4667,24,3.0,9.988977488368288,12.184706889709847
378,7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,3.3,10.963379553343792,9.143254450485722
379,7627,KUUJJUAQ A,QC,-68.4167,58.1,40,3.7,15.062915391847254,13.3816017084914
380,7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,4.9,17.15060312140212,10.642722973708436
381,7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,4.0,20.757678859211282,2.5880834006331126
382,7648,AROOSTOOK,NB,-67.7156,46.7122,80,5.0,19.622613419942642,2.915060025357727
383,7653,BAS CARAQUET,NB,-64.8667,47.8,11,6.2,21.005823736238465,4.651853828796736
384,7663,BERTRAND,NB,-65.0667,47.75,23,6.0,20.90147083831138,4.553130535964961
385,7681,CHARLO A,NB,-66.3333,47.9833,40,6.3,20.024656104182274,4.442055448008857
386,7686,MIRAMICHI A,NB,-65.4678,47.0095,33,4.8,20.93925168325036,3.765296967036392
387,7698,DOAKTOWN,NB,-66.1403,46.5525,57,10.3,20.688150177613355,3.1668816081319098
388,7707,FREDERICTON A,NB,-66.5279,45.8721,21,3.8,20.695842322706284,2.4355673986902304
389,7715,GAGETOWN 2,NB,-66.15,45.7833,34,4.7,20.97348209091824,2.4523914808738034
390,7731,HAUT SHIPPAGAN,NB,-64.7667,47.75,6,5.9,21.087559840485376,4.632375784571248
391,7749,LITTLE RIVER MINE,NB,-66.0667,47.2833,341,8.8,20.45703721604458,3.862139802217241
392,7766,MONCTON A,NB,-64.6838,46.1053,71,4.4,21.790230230835956,3.143485364303546
393,7781,PENNFIELD,NB,-66.7333,45.1,23,5.7,20.850317762178534,1.6654751578683622
394,7805,SACKVILLE,NB,-64.3833,45.85,46,3.1,22.08356301670653,2.99186183107382
395,7814,SAINT JOHN A,NB,-65.8856,45.3181,109,3.3,21.32172942210499,2.0923818993230565
396,7821,ST LEONARD A,NB,-67.8319,47.1578,242,6.7,19.387549788287743,3.3020657185607187
397,7853,WOODSTOCK,NB,-67.5536,46.1703,153,5.0,19.923144460296516,2.4503054913706883
398,7880,BADDECK,NS,-60.75,46.1,8,4.2,24.277623200008552,4.273588051025234
399,7900,BRIDGEWATER,NS,-64.55,44.4,27,2.7,22.551400289984592,1.6142468085780268
400,7917,CHETICAMP,NS,-60.95,46.65,11,3.8,23.912394653903753,4.70829070687878
401,7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,3.3,23.744543989867303,3.336863255409132
402,7934,DEMING,NS,-61.1778,45.2164,16,2.1,24.392707899410343,3.3478667584073754
403,7942,ECUM SECUM,NS,-62.1833,44.9833,15,2.1,23.849578318579603,2.8341066245898623
404,7953,GREENWOOD A,NS,-64.9167,44.9833,28,3.1,22.08183244528817,2.0477520185861904
405,7972,INGONISH BEACH,NS,-60.4,46.65,8,7.4,24.25294202573579,4.873758057634859
406,7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,3.8,22.33064299672679,2.245163530071908
407,8032,NAPPAN CDA,NS,-64.25,45.7667,20,3.3,22.20214615660833,2.952510648604285
408,8052,PARRSBORO,NS,-64.3333,45.4,24,3.3,22.295057999272316,2.5929897681063143
409,8080,SABLE ISLAND,NS,-60.0094,43.9322,5,0.9,25.705259485464225,2.558199415687226
410,8088,SALMON HOLE,NS,-64.0333,44.9333,84,5.3,22.675906214322463,2.249827933933791
411,8095,SHEARWATER A,NS,-63.5,44.6333,44,2.2,23.143751611246888,2.1285083347995943
412,8122,SYDNEY A,NS,-60.0481,46.1667,62,3.5,24.68599969266512,4.547908489350023
413,8130,TRAFALGAR,NS,-62.6667,45.2833,152,4.6,23.41369120676652,2.9636487927491326
414,8133,TRURO,NS,-63.2667,45.3667,40,2.3,22.994531657643748,2.865301707549471
415,8136,TUSKET,NS,-65.9833,43.8833,9,2.9,21.803607253579266,0.7390764935272756
416,8138,UPPER STEWIACKE,NS,-63.0,45.2167,23,2.1,23.227533862191482,2.8057614051937527
417,8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,3.5,22.229032603976535,2.1832299349175868
418,8164,YARMOUTH A,NS,-66.0886,43.8308,43,2.2,21.753266688790557,0.6616967255468574
419,8170,ALLISTON,PE,-62.6,46.0667,61,7.0,23.128978936207325,3.695154703131543
420,8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,4.5,22.703007279034583,3.745334014783396
421,8179,CHARLOTTETOWN CDA,PE,-63.1333,46.25,23,3.1,22.71596758927946,3.7088202378029633
422,8183,EAST BALTIC,PE,-62.1667,46.4333,61,4.9,23.247299074645955,4.153673757113379
423,8193,MONTICELLO,PE,-62.4667,46.4667,32,4.0,23.04520507377626,4.097032741271308
424,8198,LONG RIVER,PE,-63.55,46.5,18,4.9,22.350518174671695,3.8191632149950627
425,8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,3.9,22.197652168319504,3.6845959413421965
426,8236,BOAT HARBOUR,NL,-54.8428,47.4306,15,5.0,27.244436784751777,7.3432719055429
427,8237,BONAVISTA,NL,-53.1142,48.6672,26,5.0,27.614971456792322,8.995449237262823
428,8242,BUCHANS,NL,-56.8667,48.8167,270,7.8,25.37151188867836,7.890790861218801
429,8247,BURGEO,NL,-57.6167,47.6167,11,3.2,25.503301629128412,6.597500707225498
430,8252,CAPE BROYLE,NL,-52.9333,47.1,6,5.8,28.539548624607665,7.717138353829867
431,8267,COLINET,NL,-53.55,47.2167,27,3.2,28.116150540572814,7.601455119667214
432,8271,COMFORT COVE,NL,-54.8833,49.2667,99,6.0,26.294066602940795,8.920267481638986
433,8274,CORMACK,NL,-57.4,49.3167,154,4.9,24.820435529383964,8.163405045656338
434,8277,CORNER BROOK,NL,-57.95,48.95,5,5.4,24.67471781601549,7.670314249600299
435,8279,COW HEAD,NL,-57.7889,49.9117,15,6.2,24.31154833282076,8.568414912870594
436,8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,5.6,24.275196665536356,8.917592883317909
437,8283,DEER LAKE A,NL,-57.4,49.2167,22,7.3,24.868387906174352,8.075391192008935
438,8302,GALLANTS,NL,-58.2333,48.7,143,11.7,24.62615250390588,7.362144133067964
439,8345,LETHBRIDGE,NL,-53.9017,48.35,15,4.7,27.32675373010038,8.455403278865548
440,8353,MIDDLE ARM,NL,-56.0833,49.6833,48,14.5,25.39955778468893,8.896623657666789
441,8361,PETTY HARBOUR,NL,-52.7167,47.4667,6,5.9,28.474338160291843,8.106864939483001
442,8366,PLUM POINT,NL,-56.8833,51.0667,6,5.0,24.266777866488194,9.858365396681622
443,8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,7.2,24.598257854640586,6.07942366355763
444,8386,RATTLING BRK NORRIS ARM,NL,-55.3,49.0667,9,4.1,26.155877500630655,8.611102176608682
445,8397,ST ANTHONY,NL,-55.6,51.3667,12,11.5,24.830079614182484,10.513143541501316
446,8403,ST LAWRENCE,NL,-55.3833,46.9167,48,4.5,27.17979422671576,6.714805284597526
447,8416,SOPS ARM WHITE BAY,NL,-56.8833,49.7667,17,5.0,24.90090147023769,8.71890176481015
448,8419,SPRINGDALE,NL,-56.0833,49.5,23,4.7,25.49020065588056,8.736699349311783
449,8423,STEPHENVILLE A,NL,-58.55,48.5333,25,7.0,24.517097913492673,7.117358910371174
450,8455,WOODY POINT,NL,-57.9167,49.5,23,10.1,24.433605951924587,8.166239327159682
451,8472,BATTLE HARBOUR LOR,NL,-55.6,52.25,9,10.5,24.383441139208454,11.27986689754487
452,8479,CARTWRIGHT,NL,-57.035,53.7083,14,11.4,22.883799444538962,12.126358983270919
453,8484,CHURCHILL FALLS A,NL,-64.1,53.55,440,8.1,19.13577139970266,10.11636629865344
454,8486,GOOSE A,NL,-60.4167,53.3167,49,6.7,21.25454186850438,10.842940456164209
455,8489,HOPEDALE (AUT),NL,-60.2167,55.45,12,9.3,20.37992732710111,12.800428563828865
456,8498,NAIN A,NL,-61.6833,56.55,6,9.5,19.12294867359371,13.419876797675242
457,8518,WABUSH LAKE A,NL,-66.8742,52.9272,551,7.0,17.832949980002578,8.894474268549919
458,8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,1.4,-17.144251143372646,4.066814708077395
459,8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,1.2,-16.812356613135417,4.531847882450481
460,8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,1.7,-9.888532509729613,6.872797573742963
461,8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,0.9,-10.625797002736029,4.778503714622416
462,8784,REGINA INT'L A,SK,-104.667,50.4333,578,1.5,-4.882522538616095,3.1741915710209807
463,8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.71700000000001,52.1667,504,1.4,-5.965341609252919,5.039762809078846
464,8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,2.6,-0.15035553299554535,2.4169256900823712
465,8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,3.5,14.818651720335906,-0.14229068458931268
466,8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,1.8,11.534368202439223,-3.290371679059054
467,8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,1.4,12.480315141272046,-2.4275243009702034
468,8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,2.9,16.182646599358296,0.7652575197208127
469,8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,3.4,15.82450983689447,0.5070676872066261
470,8816,VAL-D'OR A,QC,-77.7867,48.0564,337,4.2,12.715646487269279,2.1295758090215102
471,8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,2.5,23.043207937173968,2.353824406162802
472,8826,O'LEARY,PE,-64.2617,46.7003,38,6.0,21.821103653985478,3.805146627159658
473,8832,GANDER INT'L A,NL,-54.5769,48.9464,151,5.9,26.6323194328237,8.743890975982405
474,8842,ST JOHN'S A,NL,-52.7428,47.6222,140,5.5,28.377457088340115,8.230534649080468
475,8844,ST JOHN'S WEST CDA,NL,-52.7833,47.5167,114,4.9,28.409254978313303,8.126197355843289
476,12341,FREDERICTON CDA,NB,-66.6167,45.9167,40,3.1,20.62178160144984,2.4538374466501836
