,ilocy,ilocx,HDD (degC-day),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
75,607,1040,5066.15,-2.086565409940424,11.75125646889718,44.1667,-80.5167,PROTON STATION,1.1914798963259645,4155.487562016835,0.9773062166686053
76,607,1061,4419.15,-2.084160802863321,12.683738271548572,43.9667,-79.25,STOUFFVILLE WPCP,1.0908999682832585,3958.9906434662657,0.9773062166686053
77,607,1068,4060.15,-2.113258297105187,12.998996944329729,43.8667,-78.8333,OSHAWA WPCP,1.046086969280139,3793.1930634195837,0.9773062166686053
78,608,1055,4534.15,-2.07532116856368,12.423288218542075,44.0333,-79.6,BRADFORD MUCK RESEARCH,1.0910721638259122,4061.374791901475,0.9773062166686053
79,608,1057,4498.15,-2.07826530969464,12.48541277998624,44.0167,-79.5167,KING SMOKE TREE,1.0907472071575812,4030.328869659698,0.9773062166686053
80,608,1071,4272.15,-2.0368723211683046,13.104326222048623,43.9167,-78.6667,BOWMANVILLE MOSTERT,1.1118202009703613,3755.2823288305076,0.9773062166686053
81,609,1040,4955.15,-1.9976029764428336,11.768849235202438,44.25,-80.4667,PORT LAW,1.1655161825361542,4154.982120443634,0.9773062166686053
82,609,1050,4295.15,-2.0028898354841,12.2065379573681,44.1514,-79.8722,ALLISTON NELSON,1.0133236120112437,4142.48394764296,0.9773062166686053
83,610,1046,4750.15,-1.9632896096268049,12.005951269358317,44.2333,-80.1333,RUSKVIEW,1.112025102588472,4174.68195124582,0.9773062166686053
84,610,1069,4550.15,-1.9506957967676675,13.034488807523276,44.0167,-78.7333,TYRONE,1.1523319898875357,3859.0353481453353,0.9773062166686053
85,611,1033,4711.15,-1.9208176300440867,11.431423879128285,44.395,-80.9056,CHATSWORTH,1.1219768131599548,4103.682115935043,0.9773062166686053
86,611,1051,4501.15,-1.9090728517835933,12.250936972318437,44.2333,-79.7833,EGBERT CARE,1.0585989345272802,4155.494336599042,0.9773062166686053
87,611,1053,4667.15,-1.9211289341184725,12.318754222071837,44.2067,-79.6947,COOKSTOWN,1.1042964943881433,4130.4438910241415,0.9773062166686053
88,611,1068,4542.15,-1.9456140465990561,12.98396334043673,44.0333,-78.8,BURKETON MCLAUGHLIN,1.135047680296044,3910.9118578027515,0.9773062166686053
89,611,1078,4260.15,-1.9064779158935732,13.431092717642924,43.9667,-78.1833,COBOURG STP,1.0964963568167045,3797.067863524825,0.9773062166686053
90,612,1067,4422.15,-1.886213506972899,12.945302739494345,44.1,-78.8333,BLACKSTOCK,1.090594370753895,3962.788367460164,0.9773062166686053
