,ilocy,ilocx,HDD (degC-day),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
320,693,1156,5353.15,1.6981108675439935,16.892890608074847,46.4833,-72.05,FORTIERVILLE,1.0854619513412551,4819.760625690302,0.9773062166686053
321,693,1184,5815.15,1.7203353439045161,18.101638337129636,46.1167,-70.3833,ST ZACHARIE,1.1559622277424093,4916.408260985895,0.9773062166686053
322,693,1250,4560.15,1.7154081076878958,21.04652747769824,45.0731,-66.4492,POINT LEPREAU CS,1.7983594844481174,2478.1824671216978,0.9773062166686053
323,694,711,5630.15,1.759869947385571,-2.788925790154022,49.1833,-101.26700000000001,PIERSON,1.0350094602048026,5316.261162181034,0.9773062166686053
324,694,782,5941.15,1.75098144362941,0.31562401784473887,49.25,-96.5167,ZHODA,1.117964095220641,5193.657697937741,0.9773062166686053
325,694,1153,5279.15,1.7540822281724946,16.741931706325044,46.5833,-72.2333,STE ANNE DE LA PERADE,1.0606806410845961,4864.184292503342,0.9773062166686053
326,695,1163,5447.15,1.8025936437057593,17.208994077081204,46.4833,-71.5667,ST FLAVIEN,1.103107478978416,4825.942765845897,0.9773062166686053
327,695,1172,5740.15,1.7744012915046719,17.594713197903786,46.3333,-71.05,ST SEVERIN,1.1455163945314033,4897.25359356828,0.9773062166686053
328,695,1181,5690.15,1.788085543520356,17.992307149959434,46.2167,-70.5,ST PROSPER,1.124552957774148,4945.09300814424,0.9773062166686053
329,695,1277,4483.15,1.7750700012855147,22.249610446505937,44.6667,-64.85,SPRINGFIELD,1.198563399990999,3655.5516089434745,0.9773062166686053
330,695,1280,4454.15,1.7956809346675493,22.382699204771423,44.6333,-64.6667,FARMINGTON,1.1914431278862396,3653.609965166633,0.9773062166686053
331,696,649,5458.15,1.8530276791510933,-5.551048048175222,49.05,-105.48299999999999,CORONACH SPC,1.0642996921525767,5012.013031518411,0.9773062166686053
332,696,716,5809.15,1.847991952515984,-2.6003980818173,49.2813,-100.986,MELITA,1.0596829306016993,5357.563328246484,0.9773062166686053
333,696,726,5726.15,1.8461722388645943,-2.1634391440554928,49.3,-100.31700000000001,TURTLE MOUNTAIN 6,1.0441563990618792,5359.54383615791,0.9773062166686053
334,696,1173,5289.15,1.8477648175200458,17.65478065992973,46.3833,-70.9333,VALLEE JONCTION,1.0496548003691024,4924.589659452875,0.9773062166686053
335,696,1253,4725.15,1.8528378278950468,21.18059270462604,45.15,-66.2,COLESON COVE,1.712289096953838,2696.9268670266815,0.9773062166686053
336,697,636,5745.15,1.8709560722784313,-6.143356834257447,49.0,-106.383,WEST POPLAR RIVER,1.1168529318763416,5027.3143853064685,0.9773062166686053
337,697,686,5669.15,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,1.0578942764837493,5237.2866186992105,0.9773062166686053
338,697,763,5781.15,1.9025703794522904,-0.510023459423396,49.4,-97.7833,MYRTLE,1.081423852844636,5224.550780558207,0.9773062166686053
339,697,1029,6279.15,1.8818189500908733,11.254690971329046,48.15,-80.0,KIRKLAND LAKE,1.1377058133787885,5393.883250161026,0.9773062166686053
340,697,1157,5226.15,1.9009426839342536,16.922755381469877,46.6667,-71.9167,DESCHAMBAULT,1.0315816292743512,4951.182474852185,0.9773062166686053
341,697,1178,5738.15,1.8799679473293647,17.85055640566512,46.35,-70.65,ST ODILON,1.1267346921042574,4977.151858796279,0.9773062166686053
342,698,649,5503.15,1.9217580791277464,-5.565919320395133,49.1167,-105.51700000000001,CORONACH,1.0660393462523554,5045.0883686113775,0.9773062166686053
343,698,758,5518.15,1.9388365983686902,-0.7482821736307885,49.4333,-98.15,CARMAN,1.0276533145807945,5247.803148194751,0.9773062166686053
344,698,1154,5421.15,1.912824438817077,16.798519081378075,46.7167,-72.0833,ST ALBAN,1.0587615024966957,5004.076540372269,0.9773062166686053
345,698,1170,5295.15,1.924782851224904,17.51916677348729,46.5,-71.0833,SCOTT,1.0373987981371606,4988.422024861986,0.9773062166686053
346,698,1270,4558.15,1.9173520216787827,21.94487127536682,44.9167,-65.1667,CLARENCE,1.3665243832353327,3259.88206735192,0.9773062166686053
347,699,745,5748.15,1.9670199217075781,-1.3116963458875754,49.45,-99.0167,ST ALPHONSE,1.0625596170399099,5286.952975865486,0.9773062166686053
348,699,756,5423.15,1.956539149126066,-0.8130760493526549,49.45,-98.25,MIAMI THIESSEN,1.0074192643748041,5261.045124261675,0.9773062166686053
349,699,902,6236.15,1.9644369395837542,5.64879348201322,49.15,-88.35,CAMERON FALLS,1.1093114435846512,5494.064086622617,0.9773062166686053
350,699,1148,5530.15,1.9884978888085978,16.545808996887292,46.8667,-72.4,LAC AUX SABLES,1.068037716404819,5060.354977259399,0.9773062166686053
351,699,1180,5837.15,1.9845023376234565,17.948131049345225,46.4167,-70.4667,STE GERMAINE,1.142023649175818,4995.240673644663,0.9773062166686053
352,699,1298,4665.15,1.9569807986708783,23.16812369013147,44.4667,-63.5667,SANDY COVE NRC,1.5521224950836277,2937.4486299458545,0.9773062166686053
353,700,724,5879.15,2.01697541858997,-2.253770610868459,49.4667,-100.46700000000001,CAMERON,1.0660419177250784,5389.77853327621,0.9773062166686053
354,700,759,5801.15,2.002533166016492,-0.6691504847160616,49.4981,-98.0297,CARMAN U OF M CS,1.0806767756715236,5246.249467426649,0.9773062166686053
355,700,778,5955.15,2.0335274203908495,0.15150827139782444,49.5333,-96.7667,STEINBACH,1.0995977832429786,5292.849080715176,0.9773062166686053
356,700,1009,6152.15,2.0164603918766244,10.364249727743847,48.4667,-81.2667,PORCUPINE ONT HYDRO,1.1004484810002735,5463.712790454809,0.9773062166686053
357,700,1174,5705.15,2.031512617921482,17.67659981234482,46.55,-70.8167,ST MALACHIE,1.1089146241479013,5028.05034816029,0.9773062166686053
358,701,606,5183.15,2.0454001350395923,-7.444549262222911,49.0,-108.383,TREELON,1.0333469488997995,4902.056102569544,0.9773062166686053
359,701,682,5643.15,2.0494711797191627,-4.09912821844457,49.3833,-103.3,MIDALE,1.0496902744762475,5254.012265041934,0.9773062166686053
360,701,744,5770.15,2.0681265362032217,-1.352320706706114,49.55,-99.0833,CYPRESS RIVER,1.0693712119781371,5273.382528859066,0.9773062166686053
361,701,1156,5694.15,2.0434183347994725,16.875816064205196,46.8167,-71.9167,STE CHRISTINE,1.0898943505326146,5105.933608082328,0.9773062166686053
362,701,1168,5383.15,2.0641528045347988,17.411163562539105,46.6667,-71.1667,BEAUSEJOUR,1.0357106553509814,5079.590456155692,0.9773062166686053
363,701,1273,4322.15,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,1.3227192133632528,3193.4699531836127,0.9773062166686053
364,701,1291,4526.15,2.074260409036978,22.85644042732311,44.7,-63.9,ST MARGARET'S BAY,1.2946435673069312,3416.71997164136,0.9773062166686053
365,702,1007,6231.15,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,1.1097107181392447,5487.68389135307,0.9773062166686053
366,702,1045,6286.15,2.115085730644821,11.9769317110481,48.2167,-78.8667,RIVIERE KINOJEVIS,1.122630026326475,5472.411506767188,0.9773062166686053
367,702,1139,5676.15,2.100160056740986,16.12801895862977,47.1,-72.9333,GRANDE ANSE,1.0599849247568986,5233.410921401314,0.9773062166686053
368,702,1183,5886.15,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,1.1513760687592685,4996.257211983679,0.9773062166686053
369,702,1256,4933.15,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,1.438543830892979,3351.443354886143,0.9773062166686053
370,702,1296,4192.15,2.1196558101930303,23.082772328459058,44.65,-63.5833,HALIFAX CITADEL,1.2751799080885415,3212.891161646831,0.9773062166686053
371,703,801,5868.15,2.137454399850029,1.1685590870668008,49.6239,-95.1972,INDIAN BAY,1.0803734532333251,5308.330613067469,0.9773062166686053
372,703,1062,6350.15,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,1.1307079300212055,5488.633188998467,0.9773062166686053
373,703,1159,5620.15,2.14822484257896,17.03338649155908,46.8667,-71.65,DUCHESNAY,1.062006516279577,5171.915096012568,0.9773062166686053
374,703,1160,5600.15,2.139578302013488,17.060287126239714,46.85,-71.6167,STE CATHERINE,1.058463394099485,5170.76116168669,0.9773062166686053
375,703,1164,5311.65,2.1447730523095254,17.227659227146034,46.8018,-71.3825,QUEBEC/JEAN LESAGE INTL A,1.0052325819961891,5164.087056807592,0.9773062166686053
376,703,1165,5335.15,2.141629603938868,17.27629182672879,46.7833,-71.3167,STE FOY (PIE XII),1.0114219434976104,5155.192939386556,0.9773062166686053
377,703,1172,5629.15,2.1501189541189794,17.6115595829187,46.6833,-70.85,HONFLEUR,1.0802031133138157,5092.934117439298,0.9773062166686053
378,703,1291,4548.15,2.154404320358035,22.8729134731765,44.7667,-63.8333,POCKWOCK LAKE,1.2213627235277864,3639.3244887174524,0.9773062166686053
379,703,1297,4436.15,2.14892450784469,23.128137524052722,44.6583,-63.50835,SHEARWATER A,1.3806303623898812,3140.215579186373,0.9773062166686053
380,704,705,5766.15,2.192795072440763,-3.057417837564855,49.6,-101.71700000000001,REDVERS,1.0337922066020562,5451.089885622349,0.9773062166686053
381,704,727,6015.15,2.1940200283558933,-2.1051172813454797,49.65,-100.25,SOURIS,1.0872657238539933,5406.813955613661,0.9773062166686053
382,704,823,5853.15,2.194926487102732,2.1266742815778903,49.65,-93.7167,RAWSON LAKE,1.0547454049250784,5423.412944377964,0.9773062166686053
383,704,1068,6403.15,2.2056823756394897,12.97467662996059,48.0667,-77.3833,LOUVICOURT,1.1361682427171758,5507.844759237239,0.9773062166686053
384,704,1244,4845.15,2.173083669748209,20.772546955364465,45.6,-66.5667,HOYT BLISSVILLE,1.1237101065944148,4213.893946404618,0.9773062166686053
385,704,1277,4297.15,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,1.2584226144258772,3337.218642461754,0.9773062166686053
386,704,1285,4296.15,2.2119797330826,22.589318864862648,44.9333,-64.1667,WINDSOR MARTOCK,1.1165892625111336,3760.24939851055,0.9773062166686053
387,705,596,5234.15,2.2477172015257336,-7.88928622531456,49.1333,-109.1,CLAYDON,1.0263916387722065,4983.835741389224,0.9773062166686053
388,705,604,5192.15,2.2609165501685404,-7.534424637373432,49.2,-108.56700000000001,FRONTIER,1.0201277532460602,4974.200982895861,0.9773062166686053
389,705,697,5935.15,2.2489046645255795,-3.411153802440533,49.6333,-102.26700000000001,CARLYLE,1.0606226344363576,5468.918730876592,0.9773062166686053
390,705,1156,5638.15,2.21948402727274,16.877744951521635,46.9833,-71.8333,RIVIERE VERTE OUEST,1.0484836283991545,5255.39826875807,0.9773062166686053
391,705,1165,5327.15,2.231592225551093,17.2820151698798,46.8667,-71.2667,CHARLESBOURG PARC ORLEAN,1.0009347239967625,5201.394943455873,0.9773062166686053
392,705,1168,5326.15,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,1.005906978248174,5174.712591192763,0.9773062166686053
393,705,1179,5941.15,2.2318537708212007,17.89809691069761,46.6667,-70.4167,ST PHILEMON,1.148363355543504,5056.172161129814,0.9773062166686053
394,705,1255,4768.15,2.2259082118344966,21.25569052578888,45.4667,-65.9,NAUWIGEWAUK,1.2606306544863328,3696.516993636958,0.9773062166686053
395,705,1279,4404.15,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,1.2138424236980303,3545.932396256239,0.9773062166686053
396,705,1287,4553.15,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,1.1824042053238928,3763.3677048752816,0.9773062166686053
397,706,1290,4742.15,2.276362339898619,22.819066790626398,44.9,-63.8333,MOUNT UNIACKE,1.2322672063256606,3760.9802903009527,0.9773062166686053
398,707,675,5649.15,2.3444152303763364,-4.421666135144434,49.65,-103.833,WEYBURN,1.049198446994292,5262.064035368789,0.9773062166686053
399,707,782,5984.15,2.3178092398446517,0.33366328798232175,49.8167,-96.4833,OSTENFELD,1.0988320648555707,5322.33012079615,0.9773062166686053
400,707,813,5845.15,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,1.0516057605286382,5432.170159936026,0.9773062166686053
401,707,1046,6610.15,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,1.1637917465494905,5550.94217437575,0.9773062166686053
402,707,1171,5408.15,2.3161518592684875,17.530326768266313,46.8667,-70.8833,SAINT MICHEL,1.0182356399089696,5190.761753486486,0.9773062166686053
403,708,576,5081.65,2.3773939182474364,-8.775282388866069,49.1167,-110.46700000000001,MANYBERRIES CDA,1.003947529823262,4946.800493456371,0.9773062166686053
404,708,661,5567.15,2.365788795482905,-5.005623792275916,49.6167,-104.73299999999999,AMULET,1.0575357727114147,5144.80024649846,0.9773062166686053
405,708,675,5765.15,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,1.0668929780075083,5281.0516623227395,0.9773062166686053
406,708,773,5513.15,2.3883694702034233,-0.08344225224319311,49.8883,-97.1294,WINNIPEG THE FORKS,1.0045150116176242,5363.818067536769,0.9773062166686053
407,708,835,6032.15,2.355451406451814,2.691247840369279,49.7833,-92.8333,DRYDEN,1.0595475508257834,5563.938768281724,0.9773062166686053
408,708,1168,5238.15,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,0.9771831184351729,5238.809863028013,0.9773062166686053
409,708,1170,5193.15,2.3560343942310813,17.492475232440565,46.9167,-70.9167,ST JEAN (IO),0.9720890163896898,5221.02162818594,0.9773062166686053
410,708,1178,5764.15,2.3928831921630294,17.85383397054956,46.8333,-70.4,NOTRE DAME DU ROSAIRE,1.107467135144228,5086.687857402376,0.9773062166686053
411,708,1184,5918.15,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,1.1472089777725534,5041.66625108474,0.9773062166686053
412,708,1283,4445.15,2.3753772930633694,22.505141605331136,45.1167,-64.1833,SUMMERVILLE,1.1282905738858862,3850.313766304516,0.9773062166686053
413,708,1295,4528.15,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.1762541394406245,3762.27296178738,0.9773062166686053
414,709,709,5841.15,2.418002429277972,-2.9143599374970126,49.8333,-101.51700000000001,MARYFIELD,1.0387346771273325,5495.717369599321,0.9773062166686053
415,709,717,5887.15,2.398079809265068,-2.5488583429224527,49.8333,-100.95,VIRDEN,1.0496701167163205,5481.291885739669,0.9773062166686053
416,709,731,5930.15,2.4036333940360897,-1.9241254340494038,49.8667,-99.9833,BRANDON CDA,1.0646835038483442,5443.469763388824,0.9773062166686053
417,709,740,6054.15,2.4288455569653005,-1.5193890618839296,49.9058,-99.3574,CARBERRY CS,1.1075427107015274,5342.239513180046,0.9773062166686053
418,709,756,5782.15,2.4082970065400016,-0.822175238613512,49.90155,-98.27539999999999,PORTAGE SOUTHPORT A,1.0671421909337444,5295.387239600973,0.9773062166686053
419,709,771,5953.15,2.4169418023078975,-0.155543523396879,49.9167,-97.24135,WINNIPEG A CS,1.0872034479960508,5351.390776477598,0.9773062166686053
420,709,836,6063.15,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,1.0617337375758054,5581.017140063503,0.9773062166686053
421,709,1139,5781.15,2.416900417711517,16.134563842521807,47.4,-72.7833,LA TUQUE,1.0458789441456255,5402.110699445368,0.9773062166686053
422,709,1236,5098.15,2.4159697674047114,20.425584720825874,45.9544,-66.8986,MACTAQUAC PROV PARK,1.1338481765572133,4394.286458737043,0.9773062166686053
423,709,1242,4950.15,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,1.116171684670473,4334.290535125304,0.9773062166686053
424,709,1243,4912.15,2.415558099465363,20.74994682985211,45.8333,-66.4667,OROMOCTO,1.111206028731395,4320.238198931808,0.9773062166686053
425,710,689,5853.15,2.476150763593188,-3.783965964958236,49.8333,-102.867,HANDSWORTH,1.0478584835434708,5459.057660868321,0.9773062166686053
426,710,732,6142.15,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,1.1036490936104548,5439.012647646694,0.9773062166686053
427,710,1062,6444.15,2.4527194206904652,12.728400141464762,48.3667,-77.65,BARRAUTE,1.127499370931023,5585.730705059772,0.9773062166686053
428,710,1169,5408.15,2.4663266066280873,17.454610658846974,47.0333,-70.9167,STE ANNE DE BEAUPRE,1.0024221903879287,5272.647260163811,0.9773062166686053
429,710,1174,5325.15,2.4775887360087,17.69149433444093,46.9667,-70.5833,MONTMAGNY,1.000874172133994,5199.756717267041,0.9773062166686053
430,710,1225,5074.15,2.4503054913706883,19.923144460296516,46.1703,-67.5536,WOODSTOCK,1.0832790612967147,4577.766262160506,0.9773062166686053
431,710,1240,4861.15,2.4538374466501836,20.62178160144984,45.9167,-66.6167,FREDERICTON CDA,1.0870963060326693,4370.203530997758,0.9773062166686053
432,710,1248,4701.15,2.4523914808738034,20.97348209091824,45.7833,-66.15,GAGETOWN 2,1.0770467077631694,4265.797469483454,0.9773062166686053
433,710,1299,4618.15,2.464534456384161,23.20076633026193,44.9167,-63.2333,LOWER MEAGHERS GRANT,1.2462292729525875,3621.6022223703844,0.9773062166686053
434,711,559,4785.15,2.5265028875468567,-9.538431741080254,49.1267,-111.654,MASINASIN,0.9580241764060552,4881.460152953003,0.9773062166686053
435,711,763,5859.15,2.5160958184100637,-0.5191396988927048,50.0134,-97.8071,MARQUETTE,1.0796294357977894,5303.841790088383,0.9773062166686053
436,711,1049,6756.15,2.498364362147083,12.14743197083642,48.55,-78.4833,MANNEVILLE,1.17635850657122,5612.938027703074,0.9773062166686053
437,712,599,5483.15,2.537436513099903,-7.770754446701081,49.4378,-108.98899999999999,EASTEND CYPRESS (AUT),1.0564957085701843,5072.161238760466,0.9773062166686053
438,712,644,5446.65,2.56447352271798,-5.7812821487659996,49.73125,-105.9565,ASSINIBOIA,1.0355540812794166,5140.286732723307,0.9773062166686053
439,712,670,5509.15,2.5308055853026388,-4.632149798689609,49.8167,-104.18299999999999,YELLOW GRASS,1.0203797755071384,5276.590807460766,0.9773062166686053
440,712,782,5886.15,2.534476547966111,0.3428936572918165,50.0333,-96.4667,BEAUSEJOUR 2,1.0670234550766793,5391.2319920188775,0.9773062166686053
441,712,1054,6435.15,2.5693781490772243,12.368776262825914,48.5667,-78.1333,AMOS,1.1178669770088867,5625.9932796502835,0.9773062166686053
