,ilocy,ilocx,Q10_Gumbel-MM,rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
90,712,1171,0.17300000000000001,2.539281126555128,17.527472888722397,47.07861111,-70.78083333,CAP-TOURMENTE,1.3111170863756525,0.1282486814085657,0.971959754334786
91,713,553,0.327,2.5820339466703155,-9.791870424322251,49.13333333,-112.05,MILK RIVER,0.9384035372030524,0.3386931390036977,0.971959754334786
92,713,1356,0.545,2.5865558135085105,25.731151722331923,43.94611111,-59.95972222,SABLE ISLAND A,0.7868350016520177,0.6732263625795454,0.971959754334786
93,715,788,0.105,2.680835943980643,0.599606479581388,50.17722778,-96.06472222,PINAWA,0.4507043459494112,0.22643618842896104,0.971959754334786
94,715,921,0.16699999999999998,2.6985132756667336,6.484740405051936,49.77861111,-86.93861111,GERALDTON A,1.501263321565133,0.10812045871119155,0.971959754334786
95,716,848,0.147,2.721186628111753,3.2664137243959526,50.11416667,-91.90805556,SIOUX LOOKOUT A,1.2758376535949403,0.11198766824652381,0.971959754334786
96,717,592,0.14400000000000002,2.791096203892551,-8.076095167585466,49.64055806,-109.5144456,CYPRESS HILLS PARK,0.38692315691512597,0.3617312691752662,0.971959754334786
97,717,987,0.17300000000000001,2.7916554952604735,9.406867820066804,49.41166667,-82.46833333,KAPUSKASING A,1.5335246591709846,0.10964873404175873,0.971959754334786
98,718,528,0.431,2.8129668370825396,-10.920374535676116,49.13113333,-113.8086139,WATERTON PARK GATE,1.7168289195919326,0.2440048914238136,0.971959754334786
99,718,536,0.192,2.8089927644936328,-10.571167858737764,49.200575,-113.2858389,CARDSTON,0.5631051657352104,0.33140571990424916,0.971959754334786
100,719,1291,0.33399999999999996,2.8534843231962084,22.845763158855647,45.41666667,-63.46666667,DEBERT,1.6636869912944914,0.1951295884661723,0.971959754334786
101,719,1294,0.24100000000000002,2.8652809063512636,22.994566723392392,45.36666667,-63.26666667,TRURO (AUT),1.1690137353283463,0.20037600390459975,0.971959754334786
