,ilocy,ilocx,SL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
188,720,1218,4.2,2.915060025357727,19.622613419942642,46.7122,-67.7156,AROOSTOOK,1.1867330264226752,2.519693079328513,0.7119530937351894
189,720,1293,2.7,2.906569872397495,22.932472395768386,45.42973684,-63.32314737,DEBERT A composite,1.5745749031766132,1.220820520641436,0.7119530937351894
190,721,699,2.7,2.9639579026062517,-3.362546462664063,50.35,-102.26700000000001,WHITEWOOD,1.6520546986499345,1.1635651983290267,0.7119530937351894
191,721,1179,4.3,2.9632011627512,17.917497467271644,47.35,-70.0333,LA POCATIERE CDA,1.092439965738282,2.8023492357242628,0.7119530937351894
192,721,1276,3.0,2.952510648604285,22.20214615660833,45.7667,-64.25,NAPPAN CDA,1.4462461381162695,1.4768297213830544,0.7119530937351894
193,721,1304,4.0,2.9636487927491326,23.41369120676652,45.2833,-62.6667,TRAFALGAR,2.183671617924011,1.304139483045595,0.7119530937351894
194,722,694,1.2,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,0.7362050379503056,1.1604697990940618,0.7119530937351894
195,722,769,2.0,3.001732624824235,-0.24221326005617003,50.50114,-97.38028,GIMLI A composite,1.0983566125150643,1.296396972755376,0.7119530937351894
196,722,1273,2.8,2.99186183107382,22.08356301670653,45.85,-64.3833,SACKVILLE,1.3009298171457013,1.5323414347072852,0.7119530937351894
197,724,695,1.8,3.0926391667634663,-3.503230109800849,50.46864,-102.5009,BROADVIEW A composite,1.1039968826030027,1.1607963653862725,0.7119530937351894
