,ilocy,ilocx,TJan2.5 (degC),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
169,748,870,239.04999999999998,4.133883041177155,4.2317050546339585,51.4492,-90.2178,PICKLE LAKE (AUT),1.0041427566899677,239.14438329441916,1.0045392189423983
170,749,405,266.45,4.198174141908334,-16.35606704872496,49.0253,-122.36,ABBOTSFORD A,1.036427432176086,258.2520170517133,1.0045392189423983
171,749,447,259.95,4.1788700064708015,-14.503447269573998,49.5626,-119.649,SUMMERLAND CS,1.069002909962192,244.27433034145056,1.0045392189423983
172,749,658,240.24999999999997,4.190016549970016,-5.148031551390762,51.4167,-105.25,LAST MOUNTAIN CS,1.0020717004559911,240.8415957072628,1.0045392189423983
173,750,434,250.04999999999998,4.247462226064249,-15.068282827752846,49.465,-120.51,PRINCETON CS,1.0140396621477563,247.70730482526864,1.0045392189423983
174,750,1302,255.14999999999998,4.229885830842323,23.34764067717972,46.46,-61.9883,EAST POINT (AUT),0.9472116798270024,270.5922943855218,1.0045392189423983
175,751,399,268.65,4.28007966625976,-16.62260391293486,49.0181,-122.78399999999999,WHITE ROCK CAMPBELL SCIENTIFIC,1.039707827443114,259.5627868192046,1.0045392189423983
176,751,415,265.75,4.282087444883862,-15.91382619343588,49.2431,-121.76,AGASSIZ RCS,1.051499520576747,253.8815208280047,1.0045392189423983
177,752,1092,237.34999999999997,4.314826475256753,14.041572275934413,49.8225,-74.9753,CHAPAIS,0.9920010525643392,240.34993007279522,1.0045392189423983
178,752,1098,238.14999999999998,4.341123900397775,14.331937270448247,49.7667,-74.5333,CHIBOUGAMAU CHAPAIS A,0.9941430178000507,240.6404417751974,1.0045392189423983
179,754,633,242.74999999999997,4.388030623549306,-6.257256460178759,51.4833,-107.05,OUTLOOK PFRA,1.0077405878118877,241.97883696214325,1.0045392189423983
180,755,392,270.45,4.47352735039697,-16.91660692542191,49.1059,-123.303,SANDHEADS CS,1.02131501210726,266.00767495077184,1.0045392189423983
181,755,402,266.25,4.440452463283688,-16.502915772943545,49.2083,-122.69,PITT MEADOWS CS,1.0404177443282467,257.0684405388531,1.0045392189423983
182,755,657,239.84999999999997,4.448566909522275,-5.214211817459767,51.6667,-105.4,WATROUS EAST,1.0017108813763744,240.5272181253324,1.0045392189423983
