,ilocy,ilocx,mean RH (%),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
36,635,1042,77.0,-0.864689730664254,11.829329505586019,45.3442,-80.0442,PARRY SOUND CCG,1.072496659176269,79.94648993532152,1.1135369268636566
37,637,1077,77.0,-0.7819622248401432,13.376963697208172,45.0714,-77.8789,BANCROFT AUTO,1.1229376577268475,76.3553905049983,1.1135369268636566
38,639,1000,77.0,-0.6883970505338951,9.992710779507949,45.8833,-82.5667,GORE BAY A,1.0512589068540834,81.56158564695303,1.1135369268636566
39,644,1112,76.0,-0.4461626144289343,14.929598665935082,45.0,-75.6333,KEMPTVILLE CS,1.0844266566869805,78.04013846375412,1.1135369268636566
40,645,1068,77.0,-0.39870248083069254,13.001626368921663,45.5333,-78.2667,ALGONQUIN PARK EAST GATE,1.117258866426708,76.74348885923675,1.1135369268636566
41,647,968,77.0,-0.3282026503152139,8.56463998274487,46.4833,-84.5094,SAULT STE MARIE A,1.0471686234884914,81.88016852802875,1.1135369268636566
42,649,998,72.0,-0.227597160255603,9.91027875327784,46.3514,-82.5614,ELLIOT LAKE A,0.9955942444162925,80.52945181617528,1.1135369268636566
43,651,1109,70.0,-0.14229068458931268,14.818651720335906,45.3225,-75.6692,OTTAWA MACDONALD-CARTIER INT'L A,0.9862002662756231,79.03829226778082,1.1135369268636566
44,652,1108,74.0,-0.0926557441963778,14.770203286375427,45.3833,-75.7167,OTTAWA CDA RCS,1.0450697746821993,78.84806793208479,1.1135369268636566
45,656,1110,70.0,0.06410095049558565,14.835748466185432,45.5167,-75.5667,GATINEAU A,0.9910275522291911,78.65329748413424,1.1135369268636566
46,657,1141,75.0,0.1010906457365428,16.207356591627608,45.1672,-73.6789,STE-CLOTILDE,1.0717742441155829,77.92244493026625,1.1135369268636566
47,658,1081,73.0,0.16636607784747412,13.543748046258958,45.95,-77.3167,PETAWAWA A,1.0525585678822467,77.22914253085146,1.1135369268636566
48,658,1154,74.0,0.14685930964715913,16.805827936033086,45.0333,-72.85,FRELIGHSBURG,1.0629234129545195,77.52367817250857,1.1135369268636566
49,660,1046,74.0,0.2247059616752298,12.02855117692835,46.3636,-79.4228,NORTH BAY A,1.0686056389993586,77.11145213969814,1.1135369268636566
50,661,1024,72.0,0.27785930544065024,11.04782465123829,46.6256,-80.7978,SUDBURY A,0.9683133470872702,82.79825841020599,1.1135369268636566
51,661,1135,73.0,0.29875596700283863,15.963370852402406,45.4272,-73.9292,STE-ANNE-DE-BELLEVUE 1,1.0259151812717544,79.23481116663046,1.1135369268636566
52,661,1145,75.0,0.2903801318541239,16.391939646159297,45.2939,-73.3494,L'ACADIE,1.062849647732481,78.57674854853508,1.1135369268636566
53,663,1107,77.0,0.3596178026937318,14.694185981330756,45.8394,-75.6481,HIGH FALLS,1.1221834493305487,76.40670820769289,1.1135369268636566
54,663,1138,70.0,0.3730154780297401,16.072237754624673,45.4667,-73.75,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,0.973854366735921,80.04028892093362,1.1135369268636566
55,666,1132,72.0,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,1.0045119371320064,79.81454054502416,1.1135369268636566
56,666,1142,72.0,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,0.9934162334095203,80.7060082549834,1.1135369268636566
57,668,1049,76.0,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,1.0952062720645217,77.27202500594535,1.1135369268636566
58,669,1266,82.0,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,1.1176061377904745,81.70143748793404,1.1135369268636566
59,670,1167,76.0,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,1.0962567995405275,77.19797631094123,1.1135369268636566
60,671,1098,75.0,0.7391769186864998,14.331629182838835,46.3018,-76.0061,MANIWAKI UA,1.0893754612760325,76.66343926725612,1.1135369268636566
61,671,1099,75.0,0.7156331962537236,14.348255532286624,46.2747,-75.9919,MANIWAKI AIRPORT,1.0864847965880742,76.8674074198186,1.1135369268636566
62,672,1140,73.0,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,1.012724047023967,80.26687615439153,1.1135369268636566
63,672,1169,74.0,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,1.0607421416915104,77.68309502298912,1.1135369268636566
64,673,1126,76.0,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,1.0832079133759762,78.12794330303572,1.1135369268636566
65,677,1258,84.0,1.0130631992300436,21.40976422531739,44.2858,-66.3467,BRIER ISLAND,1.154392879432078,81.02709530100725,1.1135369268636566
66,679,959,76.0,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA (AUT) COMPOSITE,1.0522621601003295,80.42559131231029,1.1135369268636566
67,680,890,73.0,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A COMPOSITE,1.0727532105254045,75.77529935448457,1.1135369268636566
68,680,981,73.0,1.1215982693691606,9.121374066660865,47.82,-83.3467,CHAPLEAU A,0.9832741455156667,82.67093773569759,1.1135369268636566
69,682,828,73.0,1.2049970734234212,2.3522807896207825,48.6511,-93.4389,FORT FRANCES RCS,1.008119479665588,80.63349364899857,1.1135369268636566
70,682,1286,82.0,1.2052549376769126,22.638199832678378,43.99,-64.6642,WESTERN HEAD,1.1167904901980603,81.76110810777607,1.1135369268636566
71,684,1149,75.0,1.324199050408167,16.57320591671965,46.2258,-72.6572,NICOLET,1.0493156581743495,79.59022517597629,1.1135369268636566
72,684,1248,79.0,1.2872699655585567,20.949284627149368,44.7121,-66.8019,GRAND MANAN SAR CS,1.1005817552512167,79.92992506235862,1.1135369268636566
73,686,854,74.0,1.3834345065619407,3.5392528701002495,48.7611,-91.6281,ATIKOKAN (AUT),1.0178369434148713,80.957694767347,1.1135369268636566
74,687,1033,74.0,1.4619087606708314,11.451268098154415,47.6975,-79.84945,EARLTON AWOS COMPOSITE,1.0330819966301614,79.76301286509596,1.1135369268636566
75,687,1171,78.0,1.457289482635501,17.54437759271552,46.0492,-71.2661,THETFORD MINES RCS,1.1284313120126803,76.97046277495463,1.1135369268636566
76,687,1274,81.0,1.434103189847353,22.120804518571795,44.4031,-65.2031,KEJIMKUJIK 1,1.0915146070493673,82.63425014510754,1.1135369268636566
77,688,1150,74.0,1.4756375012611829,16.62712774062688,46.3536,-72.5161,TROIS-RIVIERES,1.0404044080747101,79.20163731370256,1.1135369268636566
78,689,766,76.0,1.5321233667437582,-0.36729378923272993,49.0308,-97.56,GRETNA (AUT),1.0678071212772846,79.25476872677811,1.1135369268636566
79,689,795,76.0,1.5318919790453405,0.9194384967178424,49.0236,-95.5983,SPRAGUE,1.0616703065955584,79.71288818749747,1.1135369268636566
80,689,1157,77.0,1.5250089118547172,16.941728866058813,46.3036,-72.0608,LEMIEUX,1.087080667777812,78.87394736195088,1.1135369268636566
81,691,1146,73.0,1.629841227873155,16.420695952523612,46.5633,-72.7333,SHAWINIGAN,1.039775246192934,78.17862173453167,1.1135369268636566
82,691,1237,75.0,1.6361428911410414,20.468694806801608,45.21345,-67.25145,ST. STEPHEN COMPOSITE,1.0986268497953335,76.01786678555376,1.1135369268636566
83,693,746,78.0,1.7062631912498636,-1.2453482523306831,49.191,-98.9049,PILOT MOUND (AUT),1.095462732713146,79.28693300250222,1.1135369268636566
84,693,758,73.0,1.692542360181509,-0.7087051597006615,49.1876,-98.0839,MORDEN CDA CS,1.0268613417656294,79.1618034050016,1.1135369268636566
85,693,871,76.0,1.713228400126756,4.279978525302254,49.0333,-90.4667,UPSALA (AUT),1.035266604826453,81.74590588269257,1.1135369268636566
86,693,1177,76.0,1.7124441297757003,17.80970706466286,46.205,-70.785,BEAUCEVILLE,1.0882929060747943,77.762894501328,1.1135369268636566
87,693,1250,80.0,1.7154081076878958,21.04652747769824,45.0731,-66.4492,POINT LEPREAU CS,1.119028681840433,79.60739129812157,1.1135369268636566
88,694,921,71.0,1.7310415759976887,6.503382184276376,48.8167,-87.1,TERRACE BAY A,0.9873220781201839,80.07632317698028,1.1135369268636566
89,696,649,72.0,1.8530276791510933,-5.55104804817523,49.05,-105.483,CORONACH SPC,1.0214244373146484,78.4929905779076,1.1135369268636566
90,696,716,77.0,1.847991952515984,-2.6003980818173,49.2813,-100.986,MELITA,1.0791589832992523,79.45293019418352,1.1135369268636566
91,697,686,72.0,1.8662740844535828,-3.895667948011187,49.2167,-102.967,ESTEVAN A,1.0113150926324717,79.27762506291404,1.1135369268636566
92,698,755,75.0,1.9070904135438949,-0.8589369087912421,49.3998,-98.3192,DEERWOOD RCS,1.0560159309819837,79.0852363724417,1.1135369268636566
93,698,1156,76.0,1.912047650760465,16.87935615011807,46.6908,-71.9717,DESCHAMBAULT,1.0868901888036502,77.863253632632,1.1135369268636566
94,699,902,77.0,1.9686975720163602,5.651807495974578,49.1539,-88.3447,CAMERON FALLS (AUT),1.0605425175506447,80.84762463510292,1.1135369268636566
95,700,618,69.0,2.0296618475819366,-6.918639867745951,49.0583,-107.586,VAL MARIE SOUTHEAST,0.9820369271345751,78.23946924051178,1.1135369268636566
96,700,642,69.0,2.0064448994585153,-5.860683129353336,49.1678,-105.979,ROCKGLEN (AUT),0.9753800033688453,78.77345002790372,1.1135369268636566
97,700,759,78.0,2.002533166016492,-0.6691504847160616,49.4981,-98.0297,CARMAN U OF M CS,1.0982309803273922,79.08707899450508,1.1135369268636566
98,701,1273,76.0,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,1.0227070890664682,82.74979937695305,1.1135369268636566
99,702,1007,72.0,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.9795273469100647,81.85035260842443,1.1135369268636566
100,702,1043,73.0,2.11790965152228,11.861579221272638,48.2458,-79.0342,ROUYN,1.000958690599906,81.21034007140531,1.1135369268636566
101,702,1046,72.0,2.120200427078108,11.998605728555281,48.2167,-78.8333,ROUYN A,0.9749487847269375,82.23473888081055,1.1135369268636566
102,702,1256,76.0,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,1.0487209458428042,80.69716427149837,1.1135369268636566
103,702,1297,78.0,2.0884435395051537,23.135648831882524,44.6,-63.5333,MCNABS ISLAND (AUT),1.0439207528741603,83.20160324069663,1.1135369268636566
104,703,1062,73.0,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.972455930322699,83.59062156582492,1.1135369268636566
105,703,1164,73.0,2.1447730555135602,17.22765924548009,46.8018,-71.3825,QUEBEC/JEAN LESAGE INTL A COMPOSITE,0.9974798058657466,81.49357529147585,1.1135369268636566
106,703,1165,74.0,2.14518437871605,17.296210159902433,46.7803,-71.2875,STE-FOY (U. LAVAL),1.0140287663089589,81.2617307572555,1.1135369268636566
107,703,1297,80.0,2.1285083347995943,23.143751611246888,44.6333,-63.5,SHEARWATER A,1.0697658004841482,83.27332403856612,1.1135369268636566
108,704,1161,74.0,2.2118538692095133,17.117909468307342,46.9003,-71.5033,VALCARTIER A,1.0118076204390543,81.44011857921564,1.1135369268636566
109,705,1279,76.0,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA CS,1.0117922864668847,83.64247046906871,1.1135369268636566
110,707,813,69.0,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,0.9640702276019785,79.69756326228305,1.1135369268636566
111,708,576,66.0,2.3773939182474333,-8.77528238886606,49.1167,-110.467,ONEFOUR CDA,0.9319193451087592,78.8624440073452,1.1135369268636566
112,708,675,76.0,2.392352772509108,-4.39599211308612,49.7,-103.8,WEYBURN,1.065325585374261,79.43938229166518,1.1135369268636566
113,708,1295,78.0,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.0344123400843463,83.96639998347561,1.1135369268636566
114,709,740,78.0,2.4288455569653005,-1.5193890618839296,49.9058,-99.3574,CARBERRY CS,1.1013113118553464,78.8658750349542,1.1135369268636566
115,709,756,74.0,2.4082966955206366,-0.8221754174048094,49.90155,-98.2754,PORTAGE SOUTHPORT A COMPOSITE,1.0441415926133424,78.91815934816889,1.1135369268636566
116,709,771,73.0,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,1.0216422174234672,79.56620651998101,1.1135369268636566
117,709,836,70.0,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,0.9602923611372212,81.1706809665204,1.1135369268636566
118,709,1139,73.0,2.4266194219063992,16.12848954456477,47.4111,-72.7875,LA TUQUE,1.0493981572328621,77.46172899273446,1.1135369268636566
119,709,1242,72.0,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,1.0290983627394141,77.90767300490295,1.1135369268636566
120,709,1244,74.0,2.4251909320456875,20.7588346149772,45.8389,-66.4497,GAGETOWN AWOS A,1.046829509152858,78.71552327044525,1.1135369268636566
121,710,732,73.0,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,1.0315107935445305,78.80498795530801,1.1135369268636566
122,710,1241,74.0,2.4592027999967008,20.625475230667618,45.9203,-66.6089,FREDERICTON CDA CS,1.0558290885074617,78.04457509727743,1.1135369268636566
123,712,559,63.0,2.53608277470264,-9.53527615286293,49.1367,-111.652,MASINASIN AGDM,0.8939058667847753,78.47898643370351,1.1135369268636566
124,712,599,68.0,2.537436513099903,-7.770754446701089,49.4378,-108.989,EASTEND CYPRESS (AUT),0.957717633067728,79.06350307468323,1.1135369268636566
125,712,644,71.0,2.5616572968723665,-5.774769190126448,49.7292,-105.946,ASSINIBOIA AIRPORT,0.9998237209917251,79.07506108066619,1.1135369268636566
126,712,1109,78.0,2.554484863956163,14.795047971056874,47.9222,-74.6242,PARENT,1.0661917012431654,81.46366192317237,1.1135369268636566
127,712,1355,84.0,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,1.131402852967403,82.67356018346727,1.1135369268636566
128,713,542,64.0,2.5989722452603856,-10.301243442057196,49.05,-112.817,DEL BONITA AGDM,0.8941372654033607,79.70405224876131,1.1135369268636566
129,713,553,66.0,2.5820012344151984,-9.791876818087163,49.1333,-112.05,MILK RIVER,0.9360480998205507,78.51459469560456,1.1135369268636566
130,713,1268,79.0,2.605983214039064,21.81846865676879,45.6,-64.95,FUNDY PARK (ALMA) CS,1.0921223161683318,80.54905198793676,1.1135369268636566
131,713,1278,80.0,2.601610143838706,22.28150390075132,45.4133,-64.3461,PARRSBORO,1.0791777075905669,82.54706664390258,1.1135369268636566
132,715,754,78.0,2.69047932872118,-0.8860081616431726,50.1826,-98.3822,DELTA MARSH CS,1.1035451810201742,78.70622951302379,1.1135369268636566
133,715,788,74.0,2.6808083374383638,0.5996210592201111,50.1772,-96.0647,PINAWA,1.0307031073067836,79.94710795354587,1.1135369268636566
134,715,921,73.0,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,0.9960197253921712,81.6130379637217,1.1135369268636566
135,715,1163,80.0,2.6894220377912768,17.21183514335496,47.3228,-71.1483,FORET MONTMORENCY RCS,1.0978717138278373,81.1414967951912,1.1135369268636566
136,716,848,72.0,2.724053173483273,3.2714077284853,50.1167,-91.9,SIOUX LOOKOUT A,0.9945368372768657,80.61507199040403,1.1135369268636566
137,716,1309,82.0,2.745014568619623,23.65676532780182,44.9833,-62.4833,MALAY FALLS,1.102294529251715,82.83632511975273,1.1135369268636566
138,717,592,68.0,2.791091450100094,-8.07580326635713,49.6406,-109.514,CYPRESS HILLS PARK,0.9549166611332434,79.29541300166198,1.1135369268636566
139,717,987,74.0,2.791706214675361,9.415332080574757,49.41015,-82.45555,KAPUSKASING A COMPOSITE,1.0159821020073807,81.10549627311444,1.1135369268636566
140,717,1171,78.0,2.765421761788179,17.55235818730697,47.2842,-70.6375,CHARLEVOIX (MRC),1.0701748054490243,81.16046075194436,1.1135369268636566
141,718,528,61.0,2.812988203747359,-10.92062877066302,49.1311,-113.809,WATERTON PARK GATE,0.8290811876577451,81.92895165138356,1.1135369268636566
142,718,536,63.0,2.8090390132346363,-10.571265786085739,49.2006,-113.286,CARDSTON,0.8760142792633814,80.08182977496683,1.1135369268636566
143,718,1298,80.0,2.804635508720081,23.185237070177262,45.2331,-63.0553,UPPER STEWIACKE RCS,1.0565207995117007,84.31727438803343,1.1135369268636566
144,719,563,65.0,2.856562528174021,-9.3643909618418,49.4833,-111.486,FOREMOST AGDM,0.922645830697037,78.44819522075593,1.1135369268636566
145,719,1291,78.0,2.853505215275901,22.845728161553936,45.4167,-63.4667,DEBERT,1.0442111156578564,83.1784674506608,1.1135369268636566
146,720,1161,80.0,2.8986000488602337,17.08311893214299,47.5622,-71.2289,L'ETAPE,1.0758729167546184,82.80062892354624,1.1135369268636566
147,721,554,64.0,2.9502621245868705,-9.764270125749597,49.5,-112.117,WRENTHAM AGDM,0.911812685513871,78.1589952097567,1.1135369268636566
148,721,961,76.0,2.9296590159790448,8.264570518409494,49.7468,-84.1637,NAGAGAMI (AUT),1.0663925074181462,79.35990346231293,1.1135369268636566
149,721,1276,79.0,2.9483979876506776,22.21049334934004,45.7596,-64.2414,NAPPAN AUTO,1.0875054386713177,80.89101359318933,1.1135369268636566
150,722,694,73.0,2.995535908365118,-3.5550168868492085,50.3681,-102.571,BROADVIEW,1.0072984462459025,80.69921676539823,1.1135369268636566
151,722,723,79.0,3.008132497519388,-2.2962437089641146,50.4549,-100.603,SHOAL LAKE CS,1.0989498579792325,80.04861785412895,1.1135369268636566
152,722,760,79.0,3.003904372048266,-0.6603151832297092,50.4995,-98.0367,OAKPOINT MARINE,1.1083518432745638,79.3695772294907,1.1135369268636566
153,723,594,68.0,3.044682502865984,-8.003292419347956,49.9025,-109.466,MAPLE CREEK,0.9575205076642981,79.07977993227053,1.1135369268636566
154,724,564,67.0,3.098854685759743,-9.295091002394907,49.7342,-111.45,BOW ISLAND,0.9528056950668315,78.30240151391195,1.1135369268636566
155,724,891,74.0,3.0628319237385395,5.168523459661336,50.2936,-88.9053,ARMSTRONG (AUT),1.0124085293594223,81.39178029253502,1.1135369268636566
156,725,541,66.0,3.1357359907382967,-10.345348538815898,49.5667,-113.05,BLOOD TRIBE AGDM,0.9307012725297893,78.965656695875,1.1135369268636566
157,725,651,71.0,3.1327570583551307,-5.455457263620255,50.3325,-105.5525,MOOSE JAW A COMPOSITE,0.9953164675303906,79.43314954236462,1.1135369268636566
158,725,774,76.0,3.132752498545924,-0.015706259812682064,50.63275,-97.024725,GIMLI COMPOSITE,1.056675292757749,80.08969928763132,1.1135369268636566
159,725,1267,77.0,3.143485364303546,21.790230230835956,46.1053,-64.6838,MONCTON A,1.0648810625523413,80.51823474350417,1.1135369268636566
160,726,489,71.0,3.170292165436488,-12.649333957750157,49.0817,-116.501,CRESTON CAMPBELL SCIENTIFIC,0.9368805437627747,84.38762266295764,1.1135369268636566
161,726,545,61.0,3.16518878430455,-10.173529005346774,49.6303,-112.8,LETHBRIDGE A,0.86548401488404,78.4829660288803,1.1135369268636566
162,726,664,71.0,3.1741915710209807,-4.882522538616095,50.4333,-104.667,REGINA RCS COMPOSITE,0.9857691699093647,80.20246952396451,1.1135369268636566
163,726,732,76.0,3.190349735680813,-1.8675357401014678,50.655,-99.9419,WASAGAMING,1.081539958147036,78.248432528216,1.1135369268636566
164,726,829,76.0,3.188937835040126,2.3995117841802442,50.6306,-93.2214,EAR FALLS (AUT),1.0579842766662448,79.99060884752183,1.1135369268636566
165,727,527,62.0,3.2197105976804714,-10.956741179292207,49.5206,-113.997,PINCHER CREEK (AUT),0.8439532664644736,81.80463564620013,1.1135369268636566
166,727,545,63.0,3.2174458259035728,-10.135335810670703,49.68915,-112.7585,LETHBRIDGE CDA COMPOSITE,0.8939224381671497,78.47753160357843,1.1135369268636566
167,727,556,66.0,3.234234661046603,-9.653124284583617,49.8,-112.033,FINCASTLE AGDM,0.9410874338513432,78.09416482402055,1.1135369268636566
168,727,566,67.0,3.221146255468036,-9.228122352966734,49.8667,-111.383,BOW ISLAND IRRIGATION AGDM,0.9517048625319403,78.39297353317988,1.1135369268636566
169,727,573,68.0,3.2161300997674656,-8.923334960260773,49.9167,-110.917,SEVEN PERSONS AGDM,0.961540622493969,78.74915448744193,1.1135369268636566
170,727,679,77.0,3.2308577774768055,-4.226503991244114,50.55,-103.65,INDIAN HEAD CDA,1.0591255712013647,80.95578626361002,1.1135369268636566
171,728,553,66.0,3.267530353212105,-9.822486970496383,49.8,-112.3,BARNWELL AGDM,0.939525487934408,78.2239951090419,1.1135369268636566
172,728,620,71.0,3.239737027524128,-6.847848201400339,50.2667,-107.733,SWIFT CURRENT CDA,0.998595523266247,79.17231748518486,1.1135369268636566
173,728,621,68.0,3.2683382675249044,-6.811573228356866,50.3,-107.683,SWIFT CURRENT A,0.9563386935487062,79.1775043062944,1.1135369268636566
174,728,738,72.0,3.238015104367025,-1.604296915523847,50.7119,-99.53,MCCREARY,1.0287035012670178,77.9375773830214,1.1135369268636566
175,729,530,61.0,3.2884978068758657,-10.821872555980045,49.6167,-113.817,BROCKET AGDM,0.8392839861534986,80.93297818059399,1.1135369268636566
176,729,576,63.0,3.2973173390410704,-8.779173353024989,50.022,-110.719,MEDICINE HAT A COMPOSITE,0.8893437503549945,78.88156448438284,1.1135369268636566
177,729,1213,76.0,3.3020657185607187,19.387549788287743,47.1578,-67.8319,ST LEONARD A COMPOSITE,1.0840702908148223,78.06579255855094,1.1135369268636566
178,731,471,69.0,3.4054207760822335,-13.42696425884179,49.1119,-117.739,WARFIELD RCS,0.9333867454994179,82.31748342695983,1.1135369268636566
179,731,1299,79.0,3.3983083590013163,23.20151034990656,45.7667,-62.6833,CARIBOU POINT (AUT),1.0714751201606596,82.10122248012489,1.1135369268636566
180,732,547,67.0,3.420719141938451,-10.07685408044761,49.9,-112.733,IRON SPRINGS AGDM,0.9520236114536829,78.36672662555566,1.1135369268636566
181,732,1203,75.0,3.424540786966939,18.982279408560863,47.4167,-68.3245,EDMUNDSTON,1.0834478795989408,77.08286765551568,1.1135369268636566
