,ilocy,ilocx,RL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals,best_tol
148,702,1007,0.24600000000000002,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.9179871096890148,0.24091301278862093,0.8990042288467428
149,702,1183,0.48200000000000004,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,1.0602542896987663,0.4086944448272335,0.8990042288467428
150,702,1256,0.643,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,1.0757278941718305,0.5373661148700489,0.8990042288467428
151,703,1062,0.28300000000000003,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.9146144822316559,0.27816987562109097,0.8990042288467428
152,703,1164,0.47600000000000003,2.142892402870948,17.22771444423007,46.8,-71.3833,QUEBEC/JEAN LESAGE INTL A,0.9857932609143925,0.4340930597700761,0.8990042288467428
153,703,1297,0.6970000000000001,2.1285083347995943,23.143751611246888,44.6333,-63.5,SHEARWATER A,1.2096628404936964,0.5180004928071071,0.8990042288467428
154,704,1277,0.534,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,1.1224644657205718,0.4276912747487097,0.8990042288467428
155,705,1168,0.45,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,0.9588354325981004,0.4219200597174883,0.8990042288467428
156,705,1279,0.565,2.245163530071908,22.330642996726787,45.0667,-64.4833,KENTVILLE CDA,1.1802482505897567,0.4303648736989011,0.8990042288467428
157,705,1287,0.612,2.249827933933791,22.675906214322463,44.9333,-64.0333,SALMON HOLE,1.2133928049382847,0.45343155638885646,0.8990042288467428
158,707,675,0.0,2.3444152303763364,-4.421666135144434,49.65,-103.833,WEYBURN,0.0,0.09252671061956026,0.8990042288467428
159,707,813,0.18,2.3191516259454263,1.7019727769211224,49.7903,-94.3653,KENORA A,0.9142916663435671,0.17699030533611543,0.8990042288467428
160,707,1046,0.306,2.3301463594803966,12.017196687285196,48.4167,-78.7333,MONT BRUN,1.0057764139524696,0.27351535610786715,0.8990042288467428
161,708,1168,0.48,2.377566928011995,17.400888965846388,46.9667,-71.0333,CHATEAU RICHER,1.0048167721929506,0.42945345040834293,0.8990042288467428
162,708,1184,0.51,2.38587791745667,18.134863525524572,46.7333,-70.0167,STE LUCIE,1.1441266486791561,0.40073549308649337,0.8990042288467428
163,708,1295,0.76,2.353824406162802,23.043207937173968,44.88,-63.5,HALIFAX STANFIELD INT'L A,1.3411218977399721,0.5094564596066251,0.8990042288467428
164,709,756,0.121,2.406655175540253,-0.816592826955396,49.9,-98.2667,PORTAGE SOUTHPORT A,1.0610132814379276,0.102524175327036,0.8990042288467428
165,709,771,0.16899999999999998,2.4169256900823712,-0.15035553299554535,49.9167,-97.2333,WINNIPEG RICHARDSON INT'L A,1.4057156920966951,0.108081396209276,0.8990042288467428
166,709,777,0.0,2.4333932656282005,0.0966389221322516,49.9333,-96.85,OAKBANK,0.0,0.11518685186833702,0.8990042288467428
167,709,836,0.16699999999999998,2.408289044403697,2.742262906325916,49.8333,-92.75,DRYDEN A,0.8028858217749504,0.18699259863065393,0.8990042288467428
168,709,1242,0.57,2.4355673986902304,20.695842322706284,45.8721,-66.5279,FREDERICTON A,0.9383308667980135,0.5461105763165205,0.8990042288467428
169,710,732,0.18899999999999997,2.4461289022730366,-1.9022360052764455,49.91,-99.9519,BRANDON A,1.7291127739946288,0.09826530797034189,0.8990042288467428
170,710,1225,0.552,2.4503054913706883,19.923144460296516,46.1703,-67.5536,WOODSTOCK,0.9724135595010938,0.5103284805880413,0.8990042288467428
171,710,1240,0.581,2.4538374466501836,20.62178160144984,45.9167,-66.6167,FREDERICTON CDA,0.961454507516236,0.5432617486076294,0.8990042288467428
172,710,1248,0.647,2.4523914808738034,20.97348209091824,45.7833,-66.15,GAGETOWN 2,1.0602860257790725,0.5485837990144744,0.8990042288467428
173,711,763,0.0,2.5160958184100637,-0.5191396988927048,50.0134,-97.8071,MARQUETTE,0.0,0.10237657463715863,0.8990042288467428
174,712,1054,0.233,2.5693781490772243,12.368776262825914,48.5667,-78.1333,AMOS,0.778943736644223,0.268912856560992,0.8990042288467428
175,712,1355,0.528,2.558199415687226,25.705259485464225,43.9322,-60.0094,SABLE ISLAND,1.0024254197799285,0.47352573414916965,0.8990042288467428
176,713,1244,0.61,2.5880834006331126,20.757678859211282,45.9903,-66.3633,ACADIA FOREST EXP ST,1.0414236515675677,0.526579724563643,0.8990042288467428
177,713,1278,0.619,2.5929897681063143,22.295057999272316,45.4,-64.3333,PARRSBORO,1.2134239619332694,0.4586060891442466,0.8990042288467428
178,714,728,0.0,2.649934333757479,-2.0403860544524055,50.1082,-100.179,RIVERS PETTAPIECE,0.0,0.09315392055762828,0.8990042288467428
179,715,921,0.243,2.703334463357099,6.489334819136607,49.7828,-86.9306,GERALDTON A,0.9370033095038081,0.23314541730428184,0.8990042288467428
